Timestamp;cpu.wait_perc;predict
1473841743.0;13.1;11.3637228012
1473841773.0;15.5;12.6522636414
1473841803.0;14.4;13.3548412323
1473841833.0;10.6;13.0827579498
1473841863.0;10.3;11.3637228012
1473841893.0;10.8;11.1592731476
1473841923.0;10.6;11.4936027527
1473841953.0;13.2;11.3637228012
1473841983.0;15.1;12.6903076172
1473842013.0;10.5;13.2642745972
1473842043.0;10.2;11.2968654633
1473842073.0;10.3;11.0885238647
1473842103.0;10.8;11.1592731476
1473842133.0;10.3;11.4936027527
1473842163.0;13.7;11.1592731476
1473842193.0;15.5;12.8676147461
1473842223.0;10.7;13.3548412323
1473842253.0;10.2;11.4292993546
1473842283.0;10.4;11.0885238647
1473842313.0;10.2;11.228717804
1473842343.0;10.1;11.0885238647
1473842373.0;13.4;11.0164670944
1473842403.0;12.9;12.7637634277
1473842433.0;12.1;12.5734519958
1473842463.0;13.1;12.2193317413
1473842493.0;13.2;12.6522636414
1473842523.0;13.5;12.6903076172
1473842553.0;10.9;12.79920578
1473842583.0;13.7;11.5566444397
1473842613.0;13.7;12.8676147461
1473842643.0;13.2;12.8676147461
1473842673.0;13.7;12.6903076172
1473842704.0;15.2;12.8676147461
1473842733.0;10.9;13.2877559662
1473842763.0;10.6;11.5566444397
1473842793.0;14.2;11.3637228012
1473842823.0;11.3;13.0249538422
1473842853.0;10.7;11.7964229584
1473842883.0;10.7;11.4292993546
1473842913.0;12.4;11.4292993546
1473842943.0;10.5;12.3597221375
1473842973.0;10.5;11.2968654633
1473843003.0;10.8;11.2968654633
1473843033.0;13.6;11.4936027527
1473843063.0;11.2;12.8338184357
1473843094.0;10.4;11.7383117676
1473843123.0;10.5;11.228717804
1473843153.0;10.7;11.2968654633
1473843183.0;10.5;11.4292993546
1473843213.0;14.8;11.2968654633
1473843243.0;15.2;13.1902656555
1473843273.0;15.7;13.2877559662
1473843303.0;11.2;13.3968887329
1473843333.0;10.8;11.7383117676
1473843363.0;10.5;11.4936027527
1473843393.0;10.7;11.2968654633
1473843423.0;15.2;11.4292993546
1473843453.0;11.6;13.2877559662
1473843483.0;10.7;11.9636096954
1473843513.0;11.7;11.4292993546
1473843543.0;11.2;12.0170040131
1473843573.0;10.7;11.7383117676
1473843603.0;10.9;11.4292993546
1473843633.0;15.4;11.5566444397
1473843663.0;14.9;13.3330287933
1473843693.0;11.7;13.2155418396
1473843723.0;10.6;12.0170040131
1473843753.0;10.6;11.3637228012
1473843783.0;10.7;11.3637228012
1473843813.0;11.3;11.4292993546
1473843843.0;12.3;11.7964229584
1473843873.0;11.2;12.3139724731
1473843903.0;10.5;11.7383117676
1473843933.0;10.5;11.2968654633
1473843963.0;10.6;11.2968654633
1473843993.0;10.5;11.3637228012
1473844023.0;11.3;11.2968654633
1473844053.0;12.0;11.7964229584
1473844083.0;11.2;12.1704044342
1473844113.0;10.3;11.7383117676
1473844143.0;10.5;11.1592731476
1473844173.0;10.7;11.2968654633
1473844203.0;10.6;11.4292993546
1473844233.0;12.0;11.3637228012
1473844263.0;12.6;12.1704044342
1473844293.0;11.4;12.4481658936
1473844323.0;10.5;11.8533325195
1473844353.0;11.5;11.2968654633
1473844383.0;12.6;11.9090557098
1473844413.0;13.6;12.4481658936
1473844443.0;12.7;12.8338184357
1473844473.0;12.3;12.490893364
1473844503.0;11.6;12.3139724731
1473844533.0;10.8;11.9636096954
1473844563.0;10.2;11.4936027527
1473844593.0;10.6;11.0885238647
1473844623.0;10.7;11.3637228012
1473844653.0;12.4;11.4292993546
1473844683.0;12.8;12.3597221375
1473844713.0;12.7;12.5326499939
1473844743.0;11.3;12.490893364
1473844773.0;10.5;11.7964229584
1473844803.0;10.9;11.2968654633
1473844833.0;10.4;11.5566444397
1473844863.0;12.2;11.228717804
1473844893.0;13.7;12.2671804428
1473844923.0;13.0;12.8676147461
1473844953.0;13.2;12.6133174896
1473844983.0;12.9;12.6903076172
1473845013.0;11.0;12.5734519958
1473845043.0;10.2;11.6184368134
1473845073.0;13.1;11.0885238647
1473845103.0;15.3;12.6522636414
1473845133.0;15.6;13.3106708527
1473845163.0;15.6;13.3761234283
1473845193.0;15.5;13.3761234283
1473845223.0;12.1;13.3548412323
1473845253.0;10.1;12.2193317413
1473845283.0;12.9;11.0164670944
1473845313.0;15.0;12.5734519958
1473845343.0;14.8;13.2402057648
1473845373.0;15.0;13.1902656555
1473845403.0;12.2;13.2402057648
1473845433.0;10.6;12.2671804428
1473845463.0;10.7;11.3637228012
1473845493.0;13.4;11.4292993546
1473845523.0;12.7;12.7637634277
1473845553.0;10.5;12.490893364
1473845583.0;10.8;11.2968654633
1473845613.0;11.0;11.4936027527
1473845643.0;10.3;11.6184368134
1473845673.0;10.6;11.1592731476
1473845703.0;13.4;11.3637228012
1473845733.0;15.6;12.7637634277
1473845763.0;12.1;13.3761234283
1473845793.0;10.8;12.2193317413
1473845823.0;10.6;11.4936027527
1473845853.0;11.0;11.3637228012
1473845884.0;10.7;11.6184368134
1473845913.0;14.0;11.4292993546
1473845943.0;15.5;12.9642791748
1473845973.0;15.5;13.3548412323
1473846003.0;12.5;13.3548412323
1473846033.0;11.4;12.4044475555
1473846064.0;12.4;11.8533325195
1473846093.0;10.6;12.3597221375
1473846123.0;14.1;11.3637228012
1473846153.0;12.3;12.9949836731
1473846183.0;10.6;12.3139724731
1473846214.0;10.6;11.3637228012
1473846243.0;10.4;11.3637228012
1473846273.0;10.3;11.228717804
1473846304.0;10.2;11.1592731476
1473846334.0;11.8;11.0885238647
1473846364.0;11.7;12.0692577362
1473846393.0;10.7;12.0170040131
1473846424.0;10.5;11.4292993546
1473846453.0;10.6;11.2968654633
1473846484.0;10.6;11.3637228012
1473846513.0;10.5;11.3637228012
1473846543.0;14.8;11.2968654633
1473846573.0;12.7;13.1902656555
1473846604.0;10.5;12.490893364
1473846634.0;10.7;11.2968654633
1473846664.0;13.2;11.4292993546
1473846693.0;13.3;12.6903076172
1473846724.0;11.6;12.7274684906
1473846753.0;12.5;11.9636096954
1473846784.0;11.7;12.4044475555
1473846814.0;10.6;12.0170040131
1473846844.0;10.6;11.3637228012
1473846874.0;10.7;11.3637228012
1473846904.0;12.7;11.4292993546
1473846934.0;11.0;12.490893364
1473846963.0;12.7;11.6184368134
1473846994.0;13.3;12.490893364
1473847024.0;13.6;12.7274684906
1473847054.0;11.7;12.8338184357
1473847084.0;10.4;12.0170040131
1473847114.0;10.9;11.228717804
1473847144.0;10.8;11.5566444397
1473847174.0;14.0;11.4936027527
1473847204.0;15.1;12.9642791748
1473847234.0;15.0;13.2642745972
1473847264.0;15.3;13.2402057648
1473847294.0;13.0;13.3106708527
1473847324.0;10.3;12.6133174896
1473847354.0;11.3;11.1592731476
1473847384.0;15.8;11.7964229584
1473847414.0;13.2;13.4171466827
1473847444.0;10.4;12.6903076172
1473847474.0;10.3;11.228717804
1473847504.0;10.7;11.1592731476
1473847534.0;10.3;11.4292993546
1473847564.0;11.0;11.1592731476
1473847594.0;13.9;11.6184368134
1473847624.0;13.3;12.9328289032
1473847654.0;11.7;12.7274684906
1473847684.0;10.4;12.0170040131
1473847714.0;11.7;11.228717804
1473847744.0;14.8;12.0170040131
1473847774.0;14.6;13.1902656555
1473847804.0;13.7;13.1378211975
1473847834.0;11.5;12.8676147461
1473847864.0;10.5;11.9090557098
1473847894.0;10.3;11.2968654633
1473847924.0;10.5;11.1592731476
1473847954.0;10.6;11.2968654633
1473847984.0;11.6;11.3637228012
1473848014.0;15.1;11.9636096954
1473848044.0;12.5;13.2642745972
1473848074.0;10.1;12.4044475555
1473848104.0;10.3;11.0164670944
1473848134.0;11.2;11.1592731476
1473848164.0;13.3;11.7383117676
1473848194.0;14.2;12.7274684906
1473848224.0;13.9;13.0249538422
1473848254.0;10.3;12.9328289032
1473848284.0;10.3;11.1592731476
1473848314.0;10.2;11.1592731476
1473848344.0;10.4;11.0885238647
1473848374.0;10.4;11.228717804
1473848404.0;12.3;11.228717804
1473848434.0;13.2;12.3139724731
1473848464.0;10.8;12.6903076172
1473848494.0;10.5;11.4936027527
1473848524.0;10.9;11.2968654633
1473848554.0;11.9;11.5566444397
1473848584.0;13.0;12.1203842163
1473848614.0;12.5;12.6133174896
1473848644.0;13.1;12.4044475555
1473848674.0;10.6;12.6522636414
1473848704.0;10.2;11.3637228012
1473848734.0;10.6;11.0885238647
1473848764.0;10.7;11.3637228012
1473848794.0;10.7;11.4292993546
1473848824.0;11.7;11.4292993546
1473848854.0;11.6;12.0170040131
1473848884.0;12.5;11.9636096954
1473848914.0;13.3;12.4044475555
1473848944.0;12.1;12.7274684906
1473848974.0;10.2;12.2193317413
1473849004.0;10.7;11.0885238647
1473849034.0;13.8;11.4292993546
1473849064.0;15.6;12.9006118774
1473849094.0;15.1;13.3761234283
1473849124.0;15.6;13.2642745972
1473849154.0;14.8;13.3761234283
1473849184.0;13.6;13.1902656555
1473849214.0;10.5;12.8338184357
1473849244.0;12.2;11.2968654633
1473849274.0;12.8;12.2671804428
1473849304.0;13.3;12.5326499939
1473849334.0;12.7;12.7274684906
1473849364.0;13.2;12.490893364
1473849394.0;12.3;12.6903076172
1473849424.0;11.4;12.3139724731
1473849454.0;15.2;11.8533325195
1473849484.0;15.3;13.2877559662
1473849514.0;15.3;13.3106708527
1473849544.0;13.8;13.3106708527
1473849574.0;10.4;12.9006118774
1473849604.0;10.8;11.228717804
1473849634.0;13.3;11.4936027527
1473849664.0;15.2;12.7274684906
1473849694.0;15.6;13.2877559662
1473849724.0;15.1;13.3761234283
1473849754.0;13.9;13.2642745972
1473849784.0;10.5;12.9328289032
1473849814.0;10.4;11.2968654633
1473849844.0;10.6;11.228717804
1473849874.0;14.0;11.3637228012
1473849904.0;15.1;12.9642791748
1473849934.0;13.6;13.2642745972
1473849964.0;13.0;12.8338184357
1473849994.0;13.4;12.6133174896
1473850024.0;13.2;12.7637634277
1473850054.0;12.7;12.6903076172
1473850084.0;14.6;12.490893364
1473850114.0;15.2;13.1378211975
1473850144.0;14.1;13.2877559662
1473850174.0;10.5;12.9949836731
1473850204.0;10.4;11.2968654633
1473850234.0;10.2;11.228717804
1473850264.0;10.9;11.0885238647
1473850294.0;13.4;11.5566444397
1473850324.0;12.4;12.7637634277
1473850354.0;10.6;12.3597221375
1473850384.0;11.7;11.3637228012
1473850414.0;12.4;12.0170040131
1473850444.0;10.3;12.3597221375
1473850474.0;10.5;11.1592731476
1473850504.0;14.0;11.2968654633
1473850534.0;12.7;12.9642791748
1473850564.0;12.8;12.490893364
1473850594.0;13.5;12.5326499939
1473850624.0;12.9;12.79920578
1473850654.0;10.5;12.5734519958
1473850684.0;10.8;11.2968654633
1473850714.0;14.5;11.4936027527
1473850744.0;13.7;13.1106243134
1473850774.0;13.0;12.8676147461
1473850804.0;13.6;12.6133174896
1473850834.0;13.5;12.8338184357
1473850864.0;12.8;12.79920578
1473850894.0;11.2;12.5326499939
1473850924.0;14.1;11.7383117676
1473850954.0;15.3;12.9949836731
1473850984.0;15.3;13.3106708527
1473851014.0;15.6;13.3106708527
1473851044.0;15.4;13.3761234283
1473851074.0;13.4;13.3330287933
1473851104.0;10.6;12.7637634277
1473851134.0;15.1;11.3637228012
1473851164.0;16.2;13.2642745972
1473851194.0;15.5;13.4933605194
1473851224.0;15.0;13.3548412323
1473851254.0;14.3;13.2402057648
1473851284.0;10.5;13.0542068481
1473851314.0;11.3;11.2968654633
1473851344.0;14.6;11.7964229584
1473851374.0;15.6;13.1378211975
1473851404.0;15.2;13.3761234283
1473851434.0;15.2;13.2877559662
1473851464.0;14.7;13.2877559662
1473851494.0;10.8;13.1643638611
1473851524.0;11.4;11.4936027527
1473851554.0;14.7;11.8533325195
1473851584.0;10.4;13.1643638611
1473851614.0;11.1;11.228717804
1473851644.0;10.4;11.6789894104
1473851674.0;10.7;11.228717804
1473851704.0;10.3;11.4292993546
1473851734.0;11.6;11.1592731476
1473851764.0;14.7;11.9636096954
1473851794.0;10.2;13.1643638611
1473851824.0;10.3;11.0885238647
1473851854.0;11.0;11.1592731476
1473851884.0;10.7;11.6184368134
1473851914.0;10.6;11.4292993546
1473851944.0;12.2;11.3637228012
1473851974.0;15.2;12.2671804428
1473852004.0;14.6;13.2877559662
1473852034.0;10.3;13.1378211975
1473852064.0;10.3;11.1592731476
1473852094.0;10.5;11.1592731476
1473852124.0;11.1;11.2968654633
1473852154.0;12.3;11.6789894104
1473852184.0;14.4;12.3139724731
1473852214.0;10.6;13.0827579498
1473852244.0;10.4;11.3637228012
1473852274.0;10.3;11.228717804
1473852304.0;10.6;11.1592731476
1473852334.0;10.7;11.3637228012
1473852364.0;12.4;11.4292993546
1473852394.0;14.7;12.3597221375
1473852424.0;12.4;13.1643638611
1473852454.0;10.7;12.3597221375
1473852484.0;10.6;11.4292993546
1473852514.0;10.5;11.3637228012
1473852544.0;11.0;11.2968654633
1473852574.0;12.7;11.6184368134
1473852604.0;11.8;12.490893364
1473852634.0;11.9;12.0692577362
1473852664.0;10.3;12.1203842163
1473852694.0;10.1;11.1592731476
1473852724.0;10.5;11.0164670944
1473852754.0;10.4;11.2968654633
1473852784.0;13.1;11.228717804
1473852814.0;14.4;12.6522636414
1473852844.0;10.4;13.0827579498
1473852874.0;10.6;11.228717804
1473852904.0;10.5;11.3637228012
1473852934.0;10.1;11.2968654633
1473852964.0;10.4;11.0164670944
1473852994.0;13.0;11.228717804
1473853024.0;12.4;12.6133174896
1473853054.0;13.4;12.3597221375
1473853084.0;10.4;12.7637634277
1473853114.0;10.8;11.228717804
1473853144.0;10.5;11.4936027527
1473853174.0;10.8;11.2968654633
1473853204.0;13.9;11.4936027527
1473853234.0;13.1;12.9328289032
1473853264.0;10.7;12.6522636414
1473853294.0;10.6;11.4292993546
1473853324.0;10.6;11.3637228012
1473853354.0;10.6;11.3637228012
1473853384.0;10.6;11.3637228012
1473853414.0;13.4;11.3637228012
1473853444.0;14.9;12.7637634277
1473853474.0;15.3;13.2155418396
1473853504.0;15.6;13.3106708527
1473853534.0;14.8;13.3761234283
1473853564.0;10.7;13.1902656555
1473853594.0;10.4;11.4292993546
1473853624.0;14.5;11.228717804
1473853654.0;10.9;13.1106243134
1473853684.0;10.4;11.5566444397
1473853714.0;10.3;11.228717804
1473853744.0;10.4;11.1592731476
1473853774.0;10.5;11.228717804
1473853804.0;10.4;11.2968654633
1473853834.0;14.1;11.228717804
1473853864.0;14.8;12.9949836731
1473853894.0;15.2;13.1902656555
1473853924.0;10.6;13.2877559662
1473853954.0;10.2;11.3637228012
1473853984.0;10.7;11.0885238647
1473854014.0;10.5;11.4292993546
1473854044.0;10.8;11.2968654633
1473854074.0;12.9;11.4936027527
1473854104.0;12.2;12.5734519958
1473854134.0;13.2;12.2671804428
1473854164.0;13.1;12.6903076172
1473854194.0;13.4;12.6522636414
1473854224.0;13.8;12.7637634277
1473854254.0;15.3;12.9006118774
1473854284.0;11.0;13.3106708527
1473854314.0;10.5;11.6184368134
1473854344.0;10.6;11.2968654633
1473854374.0;10.8;11.3637228012
1473854404.0;10.3;11.4936027527
1473854434.0;10.8;11.1592731476
1473854464.0;11.8;11.4936027527
1473854494.0;10.7;12.0692577362
1473854524.0;10.3;11.4292993546
1473854554.0;10.7;11.1592731476
1473854584.0;10.7;11.4292993546
1473854614.0;10.6;11.4292993546
1473854644.0;11.2;11.3637228012
1473854674.0;11.8;11.7383117676
1473854704.0;10.9;12.0692577362
1473854734.0;10.8;11.5566444397
1473854764.0;10.8;11.4936027527
1473854794.0;10.5;11.4936027527
1473854824.0;10.8;11.2968654633
1473854854.0;11.3;11.4936027527
1473854884.0;12.1;11.7964229584
1473854914.0;13.2;12.2193317413
1473854944.0;13.5;12.6903076172
1473854974.0;13.1;12.79920578
1473855004.0;13.3;12.6522636414
1473855034.0;13.5;12.7274684906
1473855064.0;12.4;12.79920578
1473855094.0;11.9;12.3597221375
1473855124.0;13.1;12.1203842163
1473855154.0;13.3;12.6522636414
1473855184.0;13.7;12.7274684906
1473855214.0;13.8;12.8676147461
1473855244.0;10.9;12.9006118774
1473855274.0;11.9;11.5566444397
1473855304.0;12.5;12.1203842163
1473855334.0;15.5;12.4044475555
1473855364.0;15.2;13.3548412323
1473855394.0;14.9;13.2877559662
1473855424.0;15.4;13.2155418396
1473855454.0;12.0;13.3330287933
1473855484.0;12.1;12.1704044342
1473855514.0;15.9;12.2193317413
