1473188969.0;1.66
1473188999.0;1.49
1473189029.0;1.29
1473189059.0;1.23
1473189089.0;1.29
1473189119.0;1.08
1473189149.0;0.65
1473189179.0;0.56
1473189209.0;0.5
1473189239.0;0.44
1473189269.0;0.35
1473189299.0;0.32
1473189329.0;0.61
1473189359.0;0.37
1473189389.0;0.37
1473189419.0;0.58
1473189449.0;0.79
1473189479.0;1.27
1473189509.0;1.56
1473189539.0;1.32
1473189569.0;1.15
1473189599.0;1.33
1473189629.0;1.44
1473189659.0;1.56
1473189689.0;1.78
1473189719.0;1.58
1473189749.0;1.18
1473189779.0;0.72
1473189809.0;0.59
1473189839.0;0.74
1473189869.0;0.45
1473189899.0;0.94
1473189929.0;0.73
1473189959.0;0.44
1473189989.0;0.41
1473190019.0;0.25
1473190049.0;0.26
1473190079.0;0.78
1473190109.0;1.31
1473190139.0;1.45
1473190169.0;1.4
1473190199.0;1.76
1473190229.0;1.85
1473190259.0;1.91
1473190289.0;1.42
1473190319.0;1.24
1473190349.0;1.1
1473190379.0;1.22
1473190409.0;1.05
1473190439.0;0.64
1473190469.0;0.54
1473190499.0;0.33
1473190529.0;0.44
1473190559.0;0.27
1473190589.0;0.16
1473190619.0;0.1
1473190649.0;0.17
1473190679.0;0.49
1473190709.0;1.02
1473190739.0;1.41
1473190769.0;1.48
1473190799.0;1.14
1473190829.0;1.25
1473190859.0;1.55
1473190889.0;1.44
1473190919.0;1.7
1473190949.0;1.29
1473190979.0;1.17
1473191009.0;1.29
1473191039.0;1.3
1473191069.0;0.79
1473191099.0;0.74
1473191129.0;0.68
1473191159.0;0.54
1473191189.0;0.49
1473191219.0;0.56
1473191249.0;0.44
1473191279.0;0.92
1473191309.0;0.81
1473191339.0;1.22
