1473180629.0;0.24
1473180659.0;0.56
1473180689.0;1.13
1473180719.0;1.47
1473180749.0;1.29
1473180779.0;1.26
1473180809.0;1.4
1473180839.0;1.42
1473180869.0;1.34
1473180899.0;1.28
1473180929.0;1.04
1473180959.0;0.89
1473180989.0;0.8
1473181019.0;0.48
1473181049.0;0.87
1473181079.0;0.99
1473181109.0;0.91
1473181139.0;0.69
1473181169.0;0.42
1473181199.0;0.62
1473181229.0;0.38
1473181259.0;0.41
1473181289.0;0.73
1473181319.0;1.23
1473181349.0;1.53
1473181379.0;1.42
1473181409.0;1.36
1473181439.0;1.28
1473181469.0;0.88
1473181499.0;0.71
1473181529.0;0.78
1473181559.0;0.47
1473181589.0;0.45
1473181619.0;0.54
1473181649.0;0.4
1473181679.0;0.24
1473181709.0;0.47
1473181739.0;0.52
1473181769.0;0.32
1473181799.0;0.19
1473181829.0;0.12
1473181859.0;0.18
1473181889.0;0.11
1473181919.0;0.91
1473181949.0;1.44
1473181979.0;1.42
1473182009.0;1.51
1473182039.0;1.15
1473182069.0;1.42
1473182099.0;1.08
1473182129.0;0.81
1473182159.0;0.99
1473182189.0;1.08
1473182219.0;0.66
1473182249.0;0.48
1473182279.0;0.41
1473182309.0;0.43
1473182339.0;0.26
1473182369.0;0.44
1473182399.0;0.4
1473182429.0;0.24
1473182459.0;0.63
1473182489.0;0.52
1473182519.0;0.48
1473182549.0;0.86
1473182579.0;1.18
1473182609.0;1.5
1473182639.0;1.54
1473182669.0;1.23
1473182699.0;1.39
1473182729.0;1.31
1473182759.0;1.31
1473182789.0;0.79
1473182819.0;1.27
1473182849.0;1.27
1473182879.0;0.77
1473182909.0;0.77
1473182939.0;1.06
1473182969.0;0.82
1473182999.0;0.5
1473183029.0;0.54
1473183059.0;0.61
1473183089.0;0.37
1473183119.0;0.23
1473183149.0;0.41
1473183179.0;0.98
1473183209.0;1.38
1473183239.0;1.35
1473183269.0;0.95
1473183299.0;0.82
1473183329.0;1.2
1473183359.0;1.14
1473183389.0;1.36
1473183419.0;1.43
1473183449.0;1.51
1473183479.0;1.45
1473183509.0;1.12
1473183539.0;0.68
1473183569.0;0.69
1473183599.0;0.66
1473183629.0;0.4
1473183659.0;0.24
1473183689.0;0.67
1473183719.0;0.41
1473183749.0;0.32
1473183779.0;0.19
1473183809.0;0.56
1473183839.0;0.84
1473183869.0;1.14
1473183899.0;1.11
1473183929.0;1.38
1473183959.0;1.46
1473183989.0;1.07
1473184019.0;1.14
1473184049.0;1.34
1473184079.0;1.44
1473184109.0;1.02
1473184139.0;0.62
1473184169.0;0.61
1473184199.0;0.5
1473184229.0;0.44
1473184259.0;0.78
1473184289.0;0.47
1473184319.0;0.67
1473184349.0;0.51
1473184379.0;0.52
1473184409.0;0.7
1473184439.0;0.97
1473184469.0;1.38
1473184499.0;1.62
1473184529.0;1.62
1473184559.0;1.43
1473184589.0;1.66
1473184619.0;1.35
1473184649.0;1.61
1473184679.0;1.21
1473184709.0;0.98
1473184739.0;1.0
1473184769.0;0.73
1473184799.0;0.55
1473184829.0;0.6
1473184859.0;0.63
1473184889.0;0.77
1473184919.0;0.63
1473184949.0;0.49
1473184979.0;0.85
1473185009.0;0.52
1473185039.0;0.45
1473185069.0;0.58
1473185099.0;1.3
1473185129.0;1.57
1473185159.0;1.31
1473185189.0;1.22
1473185219.0;1.4
1473185249.0;1.65
1473185279.0;1.93
1473185309.0;1.7
1473185339.0;1.44
1473185369.0;1.26
1473185399.0;0.82
1473185429.0;0.61
1473185459.0;0.9
1473185489.0;0.66
1473185519.0;0.5
1473185549.0;0.47
1473185579.0;0.28
1473185609.0;0.4
1473185639.0;0.35
1473185669.0;0.29
1473185699.0;0.6
1473185729.0;0.99
1473185759.0;0.6
1473185789.0;0.85
1473185819.0;1.25
1473185849.0;1.27
1473185879.0;1.2
1473185909.0;1.17
1473185939.0;1.24
1473185969.0;0.97
1473185999.0;1.05
1473186029.0;0.95
1473186059.0;0.86
1473186089.0;0.52
1473186119.0;0.49
1473186149.0;0.62
1473186179.0;0.43
1473186209.0;0.45
1473186239.0;0.64
1473186269.0;0.5
1473186299.0;0.3
1473186329.0;0.23
1473186359.0;0.82
1473186389.0;1.03
1473186419.0;0.84
1473186449.0;1.17
1473186479.0;1.34
1473186509.0;1.33
1473186539.0;1.06
1473186569.0;0.75
1473186599.0;0.68
1473186629.0;0.54
1473186659.0;0.33
1473186689.0;0.62
1473186719.0;0.38
1473186749.0;0.47
1473186779.0;0.28
1473186809.0;0.28
1473186839.0;0.33
1473186869.0;0.2
1473186899.0;0.4
1473186929.0;0.24
1473186959.0;0.93
1473186989.0;1.35
1473187019.0;1.05
1473187049.0;1.06
1473187079.0;1.43
1473187109.0;1.1
1473187139.0;0.82
1473187169.0;1.15
1473187199.0;0.85
1473187229.0;0.64
1473187259.0;0.64
1473187289.0;0.39
1473187319.0;0.49
1473187349.0;0.53
1473187379.0;0.62
1473187409.0;0.56
1473187439.0;0.48
1473187469.0;0.46
1473187499.0;0.41
1473187529.0;0.37
1473187559.0;1.06
1473187589.0;1.33
1473187619.0;1.65
1473187649.0;1.79
1473187679.0;1.74
1473187709.0;1.97
1473187739.0;1.82
1473187769.0;1.75
1473187799.0;1.37
1473187829.0;1.51
1473187859.0;1.02
1473187889.0;0.89
1473187919.0;1.02
1473187949.0;0.62
1473187979.0;0.52
1473188009.0;0.59
1473188039.0;0.36
1473188069.0;0.22
1473188099.0;0.89
1473188129.0;0.86
1473188159.0;0.58
1473188189.0;0.63
1473188219.0;1.17
1473188249.0;1.34
1473188279.0;1.24
1473188309.0;1.54
1473188339.0;1.17
1473188369.0;1.34
1473188399.0;1.17
1473188429.0;0.81
1473188459.0;0.65
1473188489.0;0.75
1473188519.0;1.01
1473188549.0;0.73
1473188579.0;0.94
1473188609.0;0.99
1473188639.0;0.6
1473188669.0;0.67
1473188699.0;0.69
1473188729.0;0.52
1473188759.0;0.38
1473188789.0;0.66
1473188819.0;1.25
1473188849.0;1.55
1473188879.0;1.72
1473188909.0;1.58
1473188939.0;1.63
