,help,metrics,name,type
0,"UdpLite InCsumErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_UdpLite_InCsumErrors,GAUGE
0,"TcpExt OutOfWindowIcmps from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_OutOfWindowIcmps,GAUGE
0,"Icmp InTimestampReps from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InTimestampReps,GAUGE
0,"Icmp OutRedirects from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutRedirects,GAUGE
0,"TcpExt TCPSACKReneging from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSACKReneging,GAUGE
0,"Icmp InSrcQuenchs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InSrcQuenchs,GAUGE
0,"Icmp InAddrMaskReps from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InAddrMaskReps,GAUGE
0,1m load average.,{u'value': u'0'},node_load1,GAUGE
0,Milliseconds spent doing I/Os.,"{u'labels': {u'device': u'sda'}, u'value': u'11616'}",node_disk_io_time_ms,COUNTER
1,Milliseconds spent doing I/Os.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_io_time_ms,COUNTER
0,"TcpExt TCPDSACKOfoSent from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDSACKOfoSent,GAUGE
0,Filesystem total file nodes.,"{u'labels': {u'device': u'/dev/disk/by-uuid/64ecdf77-db7b-48a8-9066-abfb837f2e24', u'mountpoint': u'/', u'fstype': u'ext4'}, u'value': u'2.588672e+06'}",node_filesystem_files,GAUGE
1,Filesystem total file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/lock', u'fstype': u'tmpfs'}, u'value': u'253176'}",node_filesystem_files,GAUGE
2,Filesystem total file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/shm', u'fstype': u'tmpfs'}, u'value': u'253176'}",node_filesystem_files,GAUGE
3,Filesystem total file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/user', u'fstype': u'tmpfs'}, u'value': u'253176'}",node_filesystem_files,GAUGE
4,Filesystem total file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/vagrant', u'fstype': u'vboxsf'}, u'value': u'1000'}",node_filesystem_files,GAUGE
5,Filesystem total file nodes.,"{u'labels': {u'device': u'rootfs', u'mountpoint': u'/', u'fstype': u'rootfs'}, u'value': u'2.588672e+06'}",node_filesystem_files,GAUGE
6,Filesystem total file nodes.,"{u'labels': {u'device': u'rpc_pipefs', u'mountpoint': u'/run/rpc_pipefs', u'fstype': u'rpc_pipefs'}, u'value': u'0'}",node_filesystem_files,GAUGE
7,Filesystem total file nodes.,"{u'labels': {u'device': u'tmpfs', u'mountpoint': u'/run', u'fstype': u'tmpfs'}, u'value': u'253176'}",node_filesystem_files,GAUGE
0,Total number of forks.,{u'value': u'1086'},node_forks,COUNTER
0,"Ip InAddrErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Ip_InAddrErrors,GAUGE
0,"TcpExt SyncookiesRecv from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_SyncookiesRecv,GAUGE
0,"TcpExt TCPRenoReorder from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPRenoReorder,GAUGE
0,Mapped from /proc/meminfo.,{u'value': u'9.334784e+06'},node_memory_Mapped,GAUGE
0,"TcpExt TCPLossProbes from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPLossProbes,GAUGE
0,DirectMap4k from /proc/meminfo.,{u'value': u'5.4460416e+07'},node_memory_DirectMap4k,GAUGE
0,"Tcp EstabResets from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Tcp_EstabResets,GAUGE
0,"TcpExt TCPFastOpenPassive from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPFastOpenPassive,GAUGE
0,"Udp InDatagrams from /proc/net/{netstat,snmp}.",{u'value': u'20'},node_netstat_Udp_InDatagrams,GAUGE
0,"Udp InErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Udp_InErrors,GAUGE
0,"Icmp InParmProbs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InParmProbs,GAUGE
0,The number of writes merged. See https://www.kernel.org/doc/Documentation/iostats.txt.,"{u'labels': {u'device': u'sda'}, u'value': u'351'}",node_disk_writes_merged,COUNTER
1,The number of writes merged. See https://www.kernel.org/doc/Documentation/iostats.txt.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_writes_merged,COUNTER
0,"TcpExt EmbryonicRsts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_EmbryonicRsts,GAUGE
0,"Icmp InTimeExcds from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InTimeExcds,GAUGE
0,"TcpExt TCPSlowStartRetrans from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSlowStartRetrans,GAUGE
0,"UdpLite InDatagrams from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_UdpLite_InDatagrams,GAUGE
0,"Tcp RtoMax from /proc/net/{netstat,snmp}.",{u'value': u'120000'},node_netstat_Tcp_RtoMax,GAUGE
0,The total number of milliseconds spent by all reads.,"{u'labels': {u'device': u'sda'}, u'value': u'678476'}",node_disk_read_time_ms,COUNTER
1,The total number of milliseconds spent by all reads.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_read_time_ms,COUNTER
0,VmallocUsed from /proc/meminfo.,{u'value': u'2.8987392e+07'},node_memory_VmallocUsed,GAUGE
0,"UdpLite SndbufErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_UdpLite_SndbufErrors,GAUGE
0,"TcpExt TCPHPHitsToUser from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPHPHitsToUser,GAUGE
0,"Ip Forwarding from /proc/net/{netstat,snmp}.",{u'value': u'2'},node_netstat_Ip_Forwarding,GAUGE
0,Start time of the process since unix epoch in seconds.,{u'value': u'1.45909845681e+09'},process_start_time_seconds,GAUGE
0,The total number of reads completed successfully.,"{u'labels': {u'device': u'sda'}, u'value': u'3029'}",node_disk_reads_completed,COUNTER
1,The total number of reads completed successfully.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_reads_completed,COUNTER
0,"TcpExt TCPDSACKRecv from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDSACKRecv,GAUGE
0,Number of processes blocked waiting for I/O to complete.,{u'value': u'0'},node_procs_blocked,GAUGE
0,"TcpExt TCPDSACKIgnoredOld from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDSACKIgnoredOld,GAUGE
0,"IpExt InBcastOctets from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InBcastOctets,GAUGE
0,"Tcp RetransSegs from /proc/net/{netstat,snmp}.",{u'value': u'7'},node_netstat_Tcp_RetransSegs,GAUGE
0,Active from /proc/meminfo.,{u'value': u'3.7572608e+07'},node_memory_Active,GAUGE
0,"Icmp OutAddrMasks from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutAddrMasks,GAUGE
0,"Icmp OutTimeExcds from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutTimeExcds,GAUGE
0,"TcpExt TCPReqQFullDoCookies from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPReqQFullDoCookies,GAUGE
0,"TcpExt TCPChallengeACK from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPChallengeACK,GAUGE
0,"IpExt InOctets from /proc/net/{netstat,snmp}.",{u'value': u'1.292811e+06'},node_netstat_IpExt_InOctets,GAUGE
0,A summary of the GC invocation durations.,"{u'count': u'1203', u'sum': u'1.782300197', u'quantiles': {u'1': u'0.003213239', u'0.25': u'0.0009372470000000001', u'0.5': u'0.001059244', u'0.75': u'0.001621693', u'0': u'0.00043395500000000003'}}",go_gc_duration_seconds,SUMMARY
0,"Icmp InCsumErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InCsumErrors,GAUGE
0,"TcpExt TCPSACKReorder from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSACKReorder,GAUGE
0,"Tcp RtoMin from /proc/net/{netstat,snmp}.",{u'value': u'200'},node_netstat_Tcp_RtoMin,GAUGE
0,Number of open file descriptors.,{u'value': u'7'},process_open_fds,GAUGE
0,Maximum number of open file descriptors.,{u'value': u'1024'},process_max_fds,GAUGE
0,"TcpExt PAWSActive from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_PAWSActive,GAUGE
0,drop transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_transmit_drop,GAUGE
1,drop transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_transmit_drop,GAUGE
2,drop transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_transmit_drop,GAUGE
3,drop transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_transmit_drop,GAUGE
4,drop transmit from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_transmit_drop,GAUGE
0,HugePages_Free from /proc/meminfo.,{u'value': u'0'},node_memory_HugePages_Free,GAUGE
0,compressed receive from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_receive_compressed,GAUGE
1,compressed receive from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_receive_compressed,GAUGE
2,compressed receive from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_receive_compressed,GAUGE
3,compressed receive from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_receive_compressed,GAUGE
4,compressed receive from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_receive_compressed,GAUGE
0,"TcpExt SyncookiesFailed from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_SyncookiesFailed,GAUGE
0,"Tcp PassiveOpens from /proc/net/{netstat,snmp}.",{u'value': u'2124'},node_netstat_Tcp_PassiveOpens,GAUGE
0,"Icmp OutMsgs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutMsgs,GAUGE
0,"TcpExt TCPDirectCopyFromPrequeue from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDirectCopyFromPrequeue,GAUGE
0,"TcpExt TCPPartialUndo from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPPartialUndo,GAUGE
0,"Icmp InMsgs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InMsgs,GAUGE
0,packets transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'18074'}",node_network_transmit_packets,GAUGE
1,packets transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_transmit_packets,GAUGE
2,packets transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_transmit_packets,GAUGE
3,packets transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_transmit_packets,GAUGE
4,packets transmit from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_transmit_packets,GAUGE
0,"TcpExt TCPOFOQueue from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPOFOQueue,GAUGE
0,SReclaimable from /proc/meminfo.,{u'value': u'9.58464e+06'},node_memory_SReclaimable,GAUGE
0,"TcpExt TCPFastOpenCookieReqd from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPFastOpenCookieReqd,GAUGE
0,"Icmp OutEchos from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutEchos,GAUGE
0,"IpExt InECT0Pkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InECT0Pkts,GAUGE
0,"TcpExt TCPSYNChallenge from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSYNChallenge,GAUGE
0,AnonPages from /proc/meminfo.,{u'value': u'2.1188608e+07'},node_memory_AnonPages,GAUGE
0,"TcpExt TCPSackMerged from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSackMerged,GAUGE
0,"IpExt InBcastPkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InBcastPkts,GAUGE
0,"TcpExt PAWSEstab from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_PAWSEstab,GAUGE
0,"TcpExt DelayedACKs from /proc/net/{netstat,snmp}.",{u'value': u'5'},node_netstat_TcpExt_DelayedACKs,GAUGE
0,"Tcp OutSegs from /proc/net/{netstat,snmp}.",{u'value': u'17753'},node_netstat_Tcp_OutSegs,GAUGE
0,"IpExt InCsumErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InCsumErrors,GAUGE
0,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'/dev/disk/by-uuid/64ecdf77-db7b-48a8-9066-abfb837f2e24', u'mountpoint': u'/', u'fstype': u'ext4'}, u'value': u'3.7806538752e+10'}",node_filesystem_avail,GAUGE
1,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/lock', u'fstype': u'tmpfs'}, u'value': u'5.24288e+06'}",node_filesystem_avail,GAUGE
2,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/shm', u'fstype': u'tmpfs'}, u'value': u'1.037008896e+09'}",node_filesystem_avail,GAUGE
3,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/user', u'fstype': u'tmpfs'}, u'value': u'1.048576e+08'}",node_filesystem_avail,GAUGE
4,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/vagrant', u'fstype': u'vboxsf'}, u'value': u'4.2414829568e+10'}",node_filesystem_avail,GAUGE
5,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'rootfs', u'mountpoint': u'/', u'fstype': u'rootfs'}, u'value': u'3.7806538752e+10'}",node_filesystem_avail,GAUGE
6,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'rpc_pipefs', u'mountpoint': u'/run/rpc_pipefs', u'fstype': u'rpc_pipefs'}, u'value': u'0'}",node_filesystem_avail,GAUGE
7,Filesystem space available to non-root users in bytes.,"{u'labels': {u'device': u'tmpfs', u'mountpoint': u'/run', u'fstype': u'tmpfs'}, u'value': u'2.07015936e+08'}",node_filesystem_avail,GAUGE
0,"Ip ReasmTimeout from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Ip_ReasmTimeout,GAUGE
0,"TcpExt TCPDirectCopyFromBacklog from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDirectCopyFromBacklog,GAUGE
0,"TcpExt TCPAbortOnLinger from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPAbortOnLinger,GAUGE
0,"TcpExt TCPSchedulerFailed from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSchedulerFailed,GAUGE
0,"TcpExt TCPSpuriousRTOs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSpuriousRTOs,GAUGE
0,The weighted # of milliseconds spent doing I/Os. See https://www.kernel.org/doc/Documentation/iostats.txt.,"{u'labels': {u'device': u'sda'}, u'value': u'678644'}",node_disk_io_time_weighted,COUNTER
1,The weighted # of milliseconds spent doing I/Os. See https://www.kernel.org/doc/Documentation/iostats.txt.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_io_time_weighted,COUNTER
0,"TcpExt TCPLossFailures from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPLossFailures,GAUGE
0,"TcpExt TCPAbortOnMemory from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPAbortOnMemory,GAUGE
0,"TcpExt TCPLossUndo from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPLossUndo,GAUGE
0,Unevictable from /proc/meminfo.,{u'value': u'0'},node_memory_Unevictable,GAUGE
0,"TcpExt TCPDSACKOldSent from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDSACKOldSent,GAUGE
0,compressed transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_transmit_compressed,GAUGE
1,compressed transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_transmit_compressed,GAUGE
2,compressed transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_transmit_compressed,GAUGE
3,compressed transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_transmit_compressed,GAUGE
4,compressed transmit from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_transmit_compressed,GAUGE
0,"Ip ReasmFails from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Ip_ReasmFails,GAUGE
0,bytes receive from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'1.628801e+06'}",node_network_receive_bytes,GAUGE
1,bytes receive from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_receive_bytes,GAUGE
2,bytes receive from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_receive_bytes,GAUGE
3,bytes receive from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_receive_bytes,GAUGE
4,bytes receive from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_receive_bytes,GAUGE
0,"TcpExt OfoPruned from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_OfoPruned,GAUGE
0,"TcpExt TCPLossProbeRecovery from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPLossProbeRecovery,GAUGE
0,bytes transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'1.806484e+07'}",node_network_transmit_bytes,GAUGE
1,bytes transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_transmit_bytes,GAUGE
2,bytes transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_transmit_bytes,GAUGE
3,bytes transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_transmit_bytes,GAUGE
4,bytes transmit from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_transmit_bytes,GAUGE
0,The HTTP request sizes in bytes.,"{u'count': u'1884', u'sum': u'460724', u'quantiles': {u'0.9': u'216', u'0.5': u'216', u'0.99': u'308'}, u'labels': {u'handler': u'prometheus'}}",http_request_size_bytes,SUMMARY
0,Active_file from /proc/meminfo.,{u'value': u'1.8407424e+07'},node_memory_Active_file,GAUGE
0,"TcpExt SyncookiesSent from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_SyncookiesSent,GAUGE
0,DirectMap2M from /proc/meminfo.,{u'value': u'2.067791872e+09'},node_memory_DirectMap2M,GAUGE
0,Hugepagesize from /proc/meminfo.,{u'value': u'2.097152e+06'},node_memory_Hugepagesize,GAUGE
0,"IpExt InMcastOctets from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InMcastOctets,GAUGE
0,fifo receive from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_receive_fifo,GAUGE
1,fifo receive from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_receive_fifo,GAUGE
2,fifo receive from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_receive_fifo,GAUGE
3,fifo receive from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_receive_fifo,GAUGE
4,fifo receive from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_receive_fifo,GAUGE
0,multicast receive from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_receive_multicast,GAUGE
1,multicast receive from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_receive_multicast,GAUGE
2,multicast receive from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_receive_multicast,GAUGE
3,multicast receive from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_receive_multicast,GAUGE
4,multicast receive from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_receive_multicast,GAUGE
0,"TcpExt TCPPrequeueDropped from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPPrequeueDropped,GAUGE
0,"Udp InCsumErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Udp_InCsumErrors,GAUGE
0,"TcpExt TCPDeferAcceptDrop from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDeferAcceptDrop,GAUGE
0,CommitLimit from /proc/meminfo.,{u'value': u'1.57177856e+09'},node_memory_CommitLimit,GAUGE
0,"Ip ForwDatagrams from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Ip_ForwDatagrams,GAUGE
0,Filesystem total free file nodes.,"{u'labels': {u'device': u'/dev/disk/by-uuid/64ecdf77-db7b-48a8-9066-abfb837f2e24', u'mountpoint': u'/', u'fstype': u'ext4'}, u'value': u'2.516101e+06'}",node_filesystem_files_free,GAUGE
1,Filesystem total free file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/lock', u'fstype': u'tmpfs'}, u'value': u'253175'}",node_filesystem_files_free,GAUGE
2,Filesystem total free file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/shm', u'fstype': u'tmpfs'}, u'value': u'253175'}",node_filesystem_files_free,GAUGE
3,Filesystem total free file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/run/user', u'fstype': u'tmpfs'}, u'value': u'253174'}",node_filesystem_files_free,GAUGE
4,Filesystem total free file nodes.,"{u'labels': {u'device': u'none', u'mountpoint': u'/vagrant', u'fstype': u'vboxsf'}, u'value': u'1000'}",node_filesystem_files_free,GAUGE
5,Filesystem total free file nodes.,"{u'labels': {u'device': u'rootfs', u'mountpoint': u'/', u'fstype': u'rootfs'}, u'value': u'2.516101e+06'}",node_filesystem_files_free,GAUGE
6,Filesystem total free file nodes.,"{u'labels': {u'device': u'rpc_pipefs', u'mountpoint': u'/run/rpc_pipefs', u'fstype': u'rpc_pipefs'}, u'value': u'0'}",node_filesystem_files_free,GAUGE
7,Filesystem total free file nodes.,"{u'labels': {u'device': u'tmpfs', u'mountpoint': u'/run', u'fstype': u'tmpfs'}, u'value': u'252832'}",node_filesystem_files_free,GAUGE
0,"TcpExt DelayedACKLocked from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_DelayedACKLocked,GAUGE
0,Inactive_file from /proc/meminfo.,{u'value': u'2.19570176e+08'},node_memory_Inactive_file,GAUGE
0,"TcpExt TCPMD5NotFound from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPMD5NotFound,GAUGE
0,Bounce from /proc/meminfo.,{u'value': u'0'},node_memory_Bounce,GAUGE
0,"Ip InDelivers from /proc/net/{netstat,snmp}.",{u'value': u'16408'},node_netstat_Ip_InDelivers,GAUGE
0,"TcpExt TW from /proc/net/{netstat,snmp}.",{u'value': u'580'},node_netstat_TcpExt_TW,GAUGE
0,"TcpExt TCPTSReorder from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPTSReorder,GAUGE
0,"IpExt OutMcastPkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_OutMcastPkts,GAUGE
0,Number of processes in runnable state.,{u'value': u'2'},node_procs_running,GAUGE
0,"Tcp CurrEstab from /proc/net/{netstat,snmp}.",{u'value': u'1'},node_netstat_Tcp_CurrEstab,GAUGE
0,"Icmp OutErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_OutErrors,GAUGE
0,"TcpExt TCPFastRetrans from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPFastRetrans,GAUGE
0,"UdpLite OutDatagrams from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_UdpLite_OutDatagrams,GAUGE
0,"IpExt InNoECTPkts from /proc/net/{netstat,snmp}.",{u'value': u'16289'},node_netstat_IpExt_InNoECTPkts,GAUGE
0,"IpExt InMcastPkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InMcastPkts,GAUGE
0,HugePages_Surp from /proc/meminfo.,{u'value': u'0'},node_memory_HugePages_Surp,GAUGE
0,"TcpExt TCPDSACKUndo from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPDSACKUndo,GAUGE
0,"TcpExt TCPFastOpenListenOverflow from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPFastOpenListenOverflow,GAUGE
0,"Udp RcvbufErrors from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Udp_RcvbufErrors,GAUGE
0,"Icmp InDestUnreachs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InDestUnreachs,GAUGE
0,PageTables from /proc/meminfo.,{u'value': u'1.601536e+06'},node_memory_PageTables,GAUGE
0,"IpExt OutMcastOctets from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_OutMcastOctets,GAUGE
0,HugePages_Rsvd from /proc/meminfo.,{u'value': u'0'},node_memory_HugePages_Rsvd,GAUGE
0,multicast transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_transmit_multicast,GAUGE
1,multicast transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_transmit_multicast,GAUGE
2,multicast transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_transmit_multicast,GAUGE
3,multicast transmit from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_transmit_multicast,GAUGE
4,multicast transmit from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_transmit_multicast,GAUGE
0,Mlocked from /proc/meminfo.,{u'value': u'0'},node_memory_Mlocked,GAUGE
0,"Ip OutRequests from /proc/net/{netstat,snmp}.",{u'value': u'14896'},node_netstat_Ip_OutRequests,GAUGE
