,help,metrics,name,type
0,"TcpExt TCPSackFailures from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPSackFailures,GAUGE
0,Total number of context switches.,{u'value': u'482109'},node_context_switches,COUNTER
0,"TcpExt TCPMemoryPressures from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPMemoryPressures,GAUGE
0,MemFree from /proc/meminfo.,{u'value': u'1.770123264e+09'},node_memory_MemFree,GAUGE
0,This is the total number of milliseconds spent by all writes.,"{u'labels': {u'device': u'sda'}, u'value': u'236'}",node_disk_write_time_ms,COUNTER
1,This is the total number of milliseconds spent by all writes.,"{u'labels': {u'device': u'sr0'}, u'value': u'0'}",node_disk_write_time_ms,COUNTER
0,"TcpExt ListenDrops from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_ListenDrops,GAUGE
0,Writeback from /proc/meminfo.,{u'value': u'0'},node_memory_Writeback,GAUGE
0,"TcpExt TCPRenoRecoveryFail from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPRenoRecoveryFail,GAUGE
0,"TcpExt TCPAbortOnClose from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPAbortOnClose,GAUGE
0,"TcpExt LockDroppedIcmps from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_LockDroppedIcmps,GAUGE
0,"Icmp InAddrMasks from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InAddrMasks,GAUGE
0,"Ip ReasmOKs from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Ip_ReasmOKs,GAUGE
0,Cached from /proc/meminfo.,{u'value': u'2.25554432e+08'},node_memory_Cached,GAUGE
0,"TcpExt ArpFilter from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_ArpFilter,GAUGE
0,"TcpExt TCPSpuriousRtxHostQueues from /proc/net/{netstat,snmp}.",{u'value': u'7'},node_netstat_TcpExt_TCPSpuriousRtxHostQueues,GAUGE
0,"TcpExt TCPFastOpenPassiveFail from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPFastOpenPassiveFail,GAUGE
0,"TcpExt TCPPrequeued from /proc/net/{netstat,snmp}.",{u'value': u'1'},node_netstat_TcpExt_TCPPrequeued,GAUGE
0,"TcpExt PAWSPassive from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_PAWSPassive,GAUGE
0,"Icmp InTimestamps from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_Icmp_InTimestamps,GAUGE
0,"TcpExt TCPReqQFullDrop from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPReqQFullDrop,GAUGE
0,Total number of interrupts serviced.,{u'value': u'308599'},node_intr,COUNTER
0,drop receive from /proc/net/dev.,"{u'labels': {u'device': u'eth0'}, u'value': u'0'}",node_network_receive_drop,GAUGE
1,drop receive from /proc/net/dev.,"{u'labels': {u'device': u'eth1'}, u'value': u'0'}",node_network_receive_drop,GAUGE
2,drop receive from /proc/net/dev.,"{u'labels': {u'device': u'eth2'}, u'value': u'0'}",node_network_receive_drop,GAUGE
3,drop receive from /proc/net/dev.,"{u'labels': {u'device': u'eth3'}, u'value': u'0'}",node_network_receive_drop,GAUGE
4,drop receive from /proc/net/dev.,"{u'labels': {u'device': u'lo'}, u'value': u'0'}",node_network_receive_drop,GAUGE
0,"IpExt InCEPkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_InCEPkts,GAUGE
0,SwapTotal from /proc/meminfo.,{u'value': u'5.34769664e+08'},node_memory_SwapTotal,GAUGE
0,"IpExt OutBcastPkts from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_IpExt_OutBcastPkts,GAUGE
0,HugePages_Total from /proc/meminfo.,{u'value': u'0'},node_memory_HugePages_Total,GAUGE
0,"Tcp OutRsts from /proc/net/{netstat,snmp}.",{u'value': u'5'},node_netstat_Tcp_OutRsts,GAUGE
0,"TcpExt TCPPureAcks from /proc/net/{netstat,snmp}.",{u'value': u'4277'},node_netstat_TcpExt_TCPPureAcks,GAUGE
0,"TcpExt TCPAbortFailed from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPAbortFailed,GAUGE
0,"TcpExt TCPAbortOnTimeout from /proc/net/{netstat,snmp}.",{u'value': u'0'},node_netstat_TcpExt_TCPAbortOnTimeout,GAUGE
0,Inactive from /proc/meminfo.,{u'value': u'2.19860992e+08'},node_memory_Inactive,GAUGE
