,load.avg_1_min,cpu.wait_perc,cpu.system_perc,mem.free_mb
2016-09-01T12:24:24.792Z,5.85106382979,6.43274853801,20.0,0.0613371498671
2016-09-01T12:24:54.765Z,0.0,-2.1978021978,-16.6666666667,-0.06129955047
2016-09-01T12:25:24.792Z,-7.0351758794,-19.6629213483,0.0,0.0
2016-09-01T12:25:54.767Z,11.3513513514,-4.1958041958,-20.0,0.0408914332447
2016-09-01T12:26:24.795Z,-0.970873786408,33.5766423358,25.0,0.0204373594932
2016-09-01T12:26:54.770Z,-3.92156862745,1.09289617486,20.0,-0.02043318349
2016-09-01T12:27:24.800Z,0.510204081633,0.540540540541,0.0,0.0
2016-09-01T12:27:54.795Z,-14.7208121827,-1.61290322581,0.0,0.0
2016-09-01T12:28:24.770Z,-6.54761904762,-12.0218579235,0.0,0.0204373594932
2016-09-01T12:28:54.801Z,-17.8343949045,7.45341614907,0.0,0.0
2016-09-01T12:29:24.771Z,-29.4573643411,-2.31213872832,0.0,-0.02043318349
2016-09-01T12:29:54.797Z,-23.0769230769,-10.0591715976,0.0,0.0
2016-09-01T12:30:24.773Z,-7.14285714286,0.657894736842,0.0,0.0204373594932
2016-09-01T12:30:54.803Z,-18.4615384615,-13.7254901961,0.0,-0.02043318349
2016-09-01T12:31:24.775Z,-11.320754717,-6.81818181818,0.0,0.0204373594932
2016-09-01T12:31:54.804Z,21.2765957447,52.0325203252,16.6666666667,0.0
2016-09-01T12:32:24.778Z,31.5789473684,-4.27807486631,-14.2857142857,-0.02043318349
2016-09-01T12:32:54.809Z,42.6666666667,-15.6424581006,-16.6666666667,0.0204373594932
2016-09-01T12:33:24.781Z,29.9065420561,3.97350993377,0.0,0.0
2016-09-01T12:33:54.828Z,20.8633093525,0.0,0.0,0.0
2016-09-01T12:34:24.792Z,1.19047619048,-1.91082802548,-20.0,0.0
2016-09-01T12:34:54.785Z,-7.05882352941,-12.987012987,50.0,0.0
2016-09-01T12:35:24.813Z,4.43037974684,-11.1940298507,16.6666666667,0.0
2016-09-01T12:35:54.800Z,3.63636363636,-4.20168067227,-14.2857142857,0.0
2016-09-01T12:36:24.787Z,-3.50877192982,0.877192982456,0.0,0.0
2016-09-01T12:36:54.813Z,-16.3636363636,12.1739130435,-16.6666666667,-0.02043318349
2016-09-01T12:37:24.788Z,-9.42028985507,8.52713178295,0.0,0.0
2016-09-01T12:37:54.817Z,-27.2,-14.2857142857,20.0,0.0
2016-09-01T12:38:24.789Z,19.7802197802,30.0,0.0,-0.0204373594932
2016-09-01T12:38:54.829Z,-1.83486238532,-14.1025641026,-16.6666666667,0.0
2016-09-01T12:39:24.791Z,-24.2990654206,-5.22388059701,20.0,0.0
2016-09-01T12:39:54.817Z,0.0,37.7952755906,-16.6666666667,0.0
2016-09-01T12:40:24.809Z,7.40740740741,-20.0,40.0,0.0204415372036
2016-09-01T12:40:54.793Z,-26.4367816092,-13.5714285714,-28.5714285714,-0.0204373594932
2016-09-01T12:41:24.819Z,-15.625,-2.47933884298,0.0,0.0204415372036
2016-09-01T12:41:54.808Z,12.962962963,-0.847457627119,0.0,-0.0204373594932
2016-09-01T12:42:24.795Z,59.0163934426,7.69230769231,60.0,0.0
2016-09-01T12:42:54.823Z,-9.27835051546,27.7777777778,1.42108547152e-14,0.0
2016-09-01T12:43:24.796Z,38.6363636364,-6.83229813665,12.5,0.0204415372036
2016-09-01T12:43:54.825Z,24.5901639344,-8.0,-33.3333333333,0.0
2016-09-01T12:44:24.797Z,12.5,13.0434782609,0.0,0.0
2016-09-01T12:44:54.824Z,-0.584795321637,3.84615384615,0.0,0.0
2016-09-01T12:45:24.799Z,10.5882352941,8.64197530864,-16.6666666667,0.0
2016-09-01T12:45:54.827Z,-4.78723404255,1.13636363636,20.0,0.0
2016-09-01T12:46:24.801Z,7.2625698324,2.24719101124,0.0,0.0
2016-09-01T12:46:54.833Z,-5.72916666667,-21.4285714286,-16.6666666667,0.0
2016-09-01T12:47:24.800Z,-18.7845303867,-20.2797202797,20.0,0.0
2016-09-01T12:47:54.828Z,-8.84353741497,15.7894736842,0.0,0.0
2016-09-01T12:48:24.804Z,19.4029850746,34.0909090909,16.6666666667,-0.0204373594932
2016-09-01T12:48:54.831Z,0.625,4.5197740113,-28.5714285714,0.0408830744072
2016-09-01T12:49:24.806Z,-6.21118012422,-21.0810810811,-20.0,-0.02043318349
2016-09-01T12:49:54.836Z,-31.1258278146,-17.1232876712,50.0,0.0
2016-09-01T12:50:24.807Z,-18.2692307692,1.65289256198,0.0,-0.0204373594932
2016-09-01T12:50:54.838Z,-38.8235294118,26.8292682927,-16.6666666667,0.0
2016-09-01T12:51:24.809Z,44.2307692308,10.8974358974,40.0,-0.0204415372036
2016-09-01T12:51:54.831Z,0.0,6.35838150289,-14.2857142857,0.0
2016-09-01T12:52:24.825Z,20.0,-3.26086956522,16.6666666667,0.0
2016-09-01T12:52:54.813Z,-8.88888888889,5.05617977528,-28.5714285714,0.0
2016-09-01T12:53:24.844Z,-7.31707317073,-17.6470588235,20.0,0.0
