;name;monitoring;mini-mon;valeur;time;prediction
2016-05-11T10:26:20.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;2990;4.31745629267
2016-05-11T10:26:35.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;2991;5.01989549158
2016-05-11T10:26:50.000Z;net.out_packets_sec;monitoring;mini-mon;4.06666666667;2992;4.38828517918
2016-05-11T10:27:05.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;2993;4.88305118429
2016-05-11T10:27:20.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;2994;3.82061788662
2016-05-11T10:27:35.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;2995;4.17568749817
2016-05-11T10:27:50.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;2996;3.96275675272
2016-05-11T10:28:05.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;2997;4.95175675303
2016-05-11T10:28:20.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;2998;5.35903524772
2016-05-11T10:28:35.000Z;net.out_packets_sec;monitoring;mini-mon;5.13333333333;2999;5.49396597977
2016-05-11T10:28:50.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3000;4.17568749817
2016-05-11T10:29:05.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3001;3.67880703275
2016-05-11T10:29:20.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3002;5.29141448804
2016-05-11T10:29:35.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3003;4.31745629267
2016-05-11T10:29:50.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3004;5.01989549158
2016-05-11T10:30:05.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3005;3.89170582325
2016-05-11T10:30:20.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3006;4.17568749817
2016-05-11T10:30:35.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3007;5.29141448804
2016-05-11T10:30:50.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3008;3.96275675272
2016-05-11T10:31:05.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3009;4.95175675303
2016-05-11T10:31:20.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3010;4.52983193073
2016-05-11T10:31:35.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3011;3.89170582325
2016-05-11T10:31:50.000Z;net.out_packets_sec;monitoring;mini-mon;4.46666666667;3012;4.8124813479
2016-05-11T10:32:05.000Z;net.out_packets_sec;monitoring;mini-mon;4.13333333333;3013;4.45907705853
2016-05-11T10:32:20.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3014;4.17568749817
2016-05-11T10:32:35.000Z;net.out_packets_sec;monitoring;mini-mon;5.33333333333;3015;5.69558510953
2016-05-11T10:32:50.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3016;4.60054979576
2016-05-11T10:33:05.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3017;5.29141448804
2016-05-11T10:33:20.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3018;5.01989549158
2016-05-11T10:33:35.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3019;4.60054979576
2016-05-11T10:33:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.3125;3020;3.5859292752
2016-05-11T10:34:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3021;3.82061788662
2016-05-11T10:34:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3022;5.15586218136
2016-05-11T10:34:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3023;4.17568749817
2016-05-11T10:34:51.000Z;net.out_packets_sec;monitoring;mini-mon;5.4;3024;5.76258429457
2016-05-11T10:35:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3025;4.31745629267
2016-05-11T10:35:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3026;5.01989549158
2016-05-11T10:35:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3027;3.82061788662
2016-05-11T10:35:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3028;4.246590399
2016-05-11T10:36:06.000Z;net.out_packets_sec;monitoring;mini-mon;5.26666666667;3029;5.62848232872
2016-05-11T10:36:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.33333333333;3030;3.60805163999
2016-05-11T10:36:36.000Z;net.out_packets_sec;monitoring;mini-mon;5.8;3031;6.16280333377
2016-05-11T10:36:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3032;4.03377067503
2016-05-11T10:37:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3033;4.17568749817
2016-05-11T10:37:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3034;5.15586218136
2016-05-11T10:37:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3035;4.03377067503
2016-05-11T10:37:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3036;5.22369013259
2016-05-11T10:38:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3037;4.17568749817
2016-05-11T10:38:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3038;4.03377067503
2016-05-11T10:38:36.000Z;net.out_packets_sec;monitoring;mini-mon;5.4;3039;5.76258429457
2016-05-11T10:38:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.4;3040;4.74187450434
2016-05-11T10:39:06.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;3041;5.35903524772
2016-05-11T10:39:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3042;4.17568749817
2016-05-11T10:39:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3043;3.96275675272
2016-05-11T10:39:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.4;3044;4.74187450434
2016-05-11T10:40:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3045;4.52983193073
2016-05-11T10:40:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3046;4.95175675303
2016-05-11T10:40:36.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3047;4.88305118429
2016-05-11T10:40:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3048;4.60054979576
2016-05-11T10:41:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3049;5.22369013259
2016-05-11T10:41:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3050;3.89170582325
2016-05-11T10:41:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3051;3.96275675272
2016-05-11T10:41:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.4;3052;4.74187450434
2016-05-11T10:42:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3053;4.17568749817
2016-05-11T10:42:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3054;3.67880703275
2016-05-11T10:42:36.000Z;net.out_packets_sec;monitoring;mini-mon;4.33333333333;3055;4.67123065363
2016-05-11T10:42:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3056;5.29141448804
2016-05-11T10:43:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.13333333333;3057;4.45907705853
2016-05-11T10:43:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3058;4.60054979576
2016-05-11T10:43:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3059;4.17568749817
2016-05-11T10:43:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3060;4.246590399
2016-05-11T10:44:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.73333333333;3061;5.08793063435
2016-05-11T10:44:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.0;3062;3.25221753467
2016-05-11T10:44:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3063;4.10474759018
2016-05-11T10:44:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3064;4.52983193073
2016-05-11T10:45:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3065;4.246590399
2016-05-11T10:45:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.33333333333;3066;4.67123065363
2016-05-11T10:45:36.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3067;4.60054979576
2016-05-11T10:45:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3068;5.22369013259
2016-05-11T10:46:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3069;4.246590399
2016-05-11T10:46:21.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;3070;5.35903524772
2016-05-11T10:46:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3071;3.89170582325
2016-05-11T10:46:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3072;3.89170582325
2016-05-11T10:47:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3073;5.29141448804
2016-05-11T10:47:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3074;4.17568749817
2016-05-11T10:47:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3075;3.89170582325
2016-05-11T10:47:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3076;5.22369013259
2016-05-11T10:48:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3077;4.03377067503
2016-05-11T10:48:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3078;3.82061788662
2016-05-11T10:48:36.000Z;net.out_packets_sec;monitoring;mini-mon;4.4;3079;4.74187450434
2016-05-11T10:48:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3080;4.88305118429
2016-05-11T10:49:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3081;4.17568749817
2016-05-11T10:49:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3082;4.17568749817
2016-05-11T10:49:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3083;3.67880703275
2016-05-11T10:49:51.000Z;net.out_packets_sec;monitoring;mini-mon;5.2;3084;5.56127595213
2016-05-11T10:50:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3085;4.10474759018
2016-05-11T10:50:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3086;5.29141448804
2016-05-11T10:50:36.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3087;3.82061788662
2016-05-11T10:50:51.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3088;4.52983193073
2016-05-11T10:51:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.46666666667;3089;4.8124813479
2016-05-11T10:51:21.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3090;3.89170582325
2016-05-11T10:51:36.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;3091;5.35903524772
2016-05-11T10:51:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3092;4.17568749817
2016-05-11T10:52:06.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3093;5.22369013259
2016-05-11T10:52:21.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3094;4.31745629267
2016-05-11T10:52:36.000Z;net.out_packets_sec;monitoring;mini-mon;5.33333333333;3095;5.69558510953
2016-05-11T10:52:51.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3096;4.17568749817
2016-05-11T10:53:06.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3097;3.89170582325
2016-05-11T10:53:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.625;3098;4.97732092011
2016-05-11T10:53:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3099;3.67880703275
2016-05-11T10:53:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3100;4.03377067503
2016-05-11T10:54:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3101;3.82061788662
2016-05-11T10:54:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3102;4.88305118429
2016-05-11T10:54:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3103;3.82061788662
2016-05-11T10:54:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3104;4.03377067503
2016-05-11T10:55:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.4;3105;4.74187450434
2016-05-11T10:55:22.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;3106;5.35903524772
2016-05-11T10:55:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.2;3107;3.46637548505
2016-05-11T10:55:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3108;4.17568749817
2016-05-11T10:56:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3109;5.29141448804
2016-05-11T10:56:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3110;4.52983193073
2016-05-11T10:56:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3111;5.22369013259
2016-05-11T10:56:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3112;4.17568749817
2016-05-11T10:57:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.73333333333;3113;5.08793063435
2016-05-11T10:57:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3114;4.10474759018
2016-05-11T10:57:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.33333333333;3115;3.60805163999
2016-05-11T10:57:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.46666666667;3116;3.74950730237
2016-05-11T10:58:07.000Z;net.out_packets_sec;monitoring;mini-mon;5.06666666667;3117;5.42655241163
2016-05-11T10:58:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.2;3118;3.46637548505
2016-05-11T10:58:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3119;3.82061788662
2016-05-11T10:58:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.33333333333;3120;3.60805163999
2016-05-11T10:59:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3121;5.22369013259
2016-05-11T10:59:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3122;3.96275675272
2016-05-11T10:59:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3123;4.10474759018
2016-05-11T10:59:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3124;5.01989549158
2016-05-11T11:00:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3125;4.31745629267
2016-05-11T11:00:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3126;5.15586218136
2016-05-11T11:00:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3127;4.52983193073
2016-05-11T11:00:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3128;5.29141448804
2016-05-11T11:01:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3129;4.17568749817
2016-05-11T11:01:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.26666666667;3130;3.53724112409
2016-05-11T11:01:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3131;4.10474759018
2016-05-11T11:01:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3132;5.22369013259
2016-05-11T11:02:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3133;4.31745629267
2016-05-11T11:02:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3134;5.22369013259
2016-05-11T11:02:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3135;4.60054979576
2016-05-11T11:02:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3136;4.95175675303
2016-05-11T11:03:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.13333333333;3137;4.45907705853
2016-05-11T11:03:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3138;5.29141448804
2016-05-11T11:03:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3139;4.31745629267
2016-05-11T11:03:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3140;5.29141448804
2016-05-11T11:04:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.06666666667;3141;4.38828517918
2016-05-11T11:04:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3142;5.22369013259
2016-05-11T11:04:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3143;4.03377067503
2016-05-11T11:04:52.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3144;5.22369013259
2016-05-11T11:05:07.000Z;net.out_packets_sec;monitoring;mini-mon;6.0;3145;6.36293731826
2016-05-11T11:05:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3146;3.82061788662
2016-05-11T11:05:37.000Z;net.out_packets_sec;monitoring;mini-mon;5.0;3147;5.35903524772
2016-05-11T11:05:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3148;3.89170582325
2016-05-11T11:06:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3149;3.67880703275
2016-05-11T11:06:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3150;5.15586218136
2016-05-11T11:06:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3151;4.31745629267
2016-05-11T11:06:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.26666666667;3152;3.53724112409
2016-05-11T11:07:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3153;3.82061788662
2016-05-11T11:07:22.000Z;net.out_packets_sec;monitoring;mini-mon;5.06666666667;3154;5.42655241163
2016-05-11T11:07:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3155;3.82061788662
2016-05-11T11:07:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3156;3.89170582325
2016-05-11T11:08:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3157;3.67880703275
2016-05-11T11:08:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.73333333333;3158;5.08793063435
2016-05-11T11:08:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3159;4.10474759018
2016-05-11T11:08:52.000Z;net.out_packets_sec;monitoring;mini-mon;7.13333333333;3160;7.48144470592
2016-05-11T11:09:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3161;4.17568749817
2016-05-11T11:09:22.000Z;net.out_packets_sec;monitoring;mini-mon;5.06666666667;3162;5.42655241163
2016-05-11T11:09:37.000Z;net.out_packets_sec;monitoring;mini-mon;4.73333333333;3163;5.08793063435
2016-05-11T11:09:52.000Z;net.out_packets_sec;monitoring;mini-mon;2.8;3164;3.03328947702
2016-05-11T11:10:07.000Z;net.out_packets_sec;monitoring;mini-mon;3.2;3165;3.46637548505
2016-05-11T11:10:22.000Z;net.out_packets_sec;monitoring;mini-mon;4.33333333333;3166;4.67123065363
2016-05-11T11:10:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3167;3.96275675272
2016-05-11T11:10:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3168;3.89170582325
2016-05-11T11:11:07.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3169;5.22369013259
2016-05-11T11:11:22.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3170;3.89170582325
2016-05-11T11:11:37.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3171;3.96275675272
2016-05-11T11:11:52.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3172;3.89170582325
2016-05-11T11:12:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.125;3173;4.45023009744
2016-05-11T11:12:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3174;4.52983193073
2016-05-11T11:12:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3175;4.246590399
2016-05-11T11:12:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3176;3.82061788662
2016-05-11T11:13:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3177;4.88305118429
2016-05-11T11:13:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3178;4.10474759018
2016-05-11T11:13:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3179;4.246590399
2016-05-11T11:13:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3180;3.67880703275
2016-05-11T11:14:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3181;5.22369013259
2016-05-11T11:14:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3182;4.10474759018
2016-05-11T11:14:38.000Z;net.out_packets_sec;monitoring;mini-mon;5.06666666667;3183;5.42655241163
2016-05-11T11:14:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3184;4.10474759018
2016-05-11T11:15:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3185;4.95175675303
2016-05-11T11:15:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3186;5.01989549158
2016-05-11T11:15:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3187;4.03377067503
2016-05-11T11:15:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3188;5.22369013259
2016-05-11T11:16:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3189;5.22369013259
2016-05-11T11:16:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.13333333333;3190;4.45907705853
2016-05-11T11:16:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3191;4.10474759018
2016-05-11T11:16:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3192;5.01989549158
2016-05-11T11:17:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3193;4.03377067503
2016-05-11T11:17:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.66666666667;3194;3.96275675272
2016-05-11T11:17:38.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3195;5.15586218136
2016-05-11T11:17:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3196;4.03377067503
2016-05-11T11:18:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3197;3.82061788662
2016-05-11T11:18:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3198;4.95175675303
2016-05-11T11:18:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3199;4.03377067503
2016-05-11T11:18:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3200;3.82061788662
2016-05-11T11:19:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3201;5.01989549158
2016-05-11T11:19:23.000Z;net.out_packets_sec;monitoring;mini-mon;5.2;3202;5.56127595213
2016-05-11T11:19:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3203;4.10474759018
2016-05-11T11:19:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.93333333333;3204;5.29141448804
2016-05-11T11:20:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3205;4.31745629267
2016-05-11T11:20:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3206;4.95175675303
2016-05-11T11:20:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.53333333333;3207;3.82061788662
2016-05-11T11:20:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.06666666667;3208;4.38828517918
2016-05-11T11:21:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3209;5.15586218136
2016-05-11T11:21:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3210;3.89170582325
2016-05-11T11:21:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.26666666667;3211;3.53724112409
2016-05-11T11:21:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3212;4.31745629267
2016-05-11T11:22:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3213;5.22369013259
2016-05-11T11:22:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3214;4.17568749817
2016-05-11T11:22:38.000Z;net.out_packets_sec;monitoring;mini-mon;5.33333333333;3215;5.69558510953
2016-05-11T11:22:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.8;3216;4.10474759018
2016-05-11T11:23:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.4;3217;3.67880703275
2016-05-11T11:23:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3218;4.88305118429
2016-05-11T11:23:38.000Z;net.out_packets_sec;monitoring;mini-mon;4.33333333333;3219;4.67123065363
2016-05-11T11:23:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3220;4.95175675303
2016-05-11T11:24:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3221;3.89170582325
2016-05-11T11:24:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3222;4.03377067503
2016-05-11T11:24:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3223;3.89170582325
2016-05-11T11:24:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.86666666667;3224;5.22369013259
2016-05-11T11:25:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.46666666667;3225;3.74950730237
2016-05-11T11:25:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.13333333333;3226;4.45907705853
2016-05-11T11:25:38.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3227;5.01989549158
2016-05-11T11:25:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.06666666667;3228;4.38828517918
2016-05-11T11:26:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.73333333333;3229;4.03377067503
2016-05-11T11:26:23.000Z;net.out_packets_sec;monitoring;mini-mon;5.13333333333;3230;5.49396597977
2016-05-11T11:26:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3231;4.17568749817
2016-05-11T11:26:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3232;5.15586218136
2016-05-11T11:27:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3233;3.89170582325
2016-05-11T11:27:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.86666666667;3234;4.17568749817
2016-05-11T11:27:38.000Z;net.out_packets_sec;monitoring;mini-mon;5.06666666667;3235;5.42655241163
2016-05-11T11:27:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.6;3236;4.95175675303
2016-05-11T11:28:08.000Z;net.out_packets_sec;monitoring;mini-mon;3.6;3237;3.89170582325
2016-05-11T11:28:23.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3238;4.246590399
2016-05-11T11:28:38.000Z;net.out_packets_sec;monitoring;mini-mon;4.66666666667;3239;5.01989549158
2016-05-11T11:28:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.26666666667;3240;4.60054979576
2016-05-11T11:29:08.000Z;net.out_packets_sec;monitoring;mini-mon;5.86666666667;3241;6.22960633953
2016-05-11T11:29:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3242;4.52983193073
2016-05-11T11:29:38.000Z;net.out_packets_sec;monitoring;mini-mon;3.93333333333;3243;4.246590399
2016-05-11T11:29:53.000Z;net.out_packets_sec;monitoring;mini-mon;3.06666666667;3244;3.32447883755
2016-05-11T11:30:08.000Z;net.out_packets_sec;monitoring;mini-mon;4.53333333333;3245;4.88305118429
2016-05-11T11:30:23.000Z;net.out_packets_sec;monitoring;mini-mon;4.2;3246;4.52983193073
2016-05-11T11:30:38.000Z;net.out_packets_sec;monitoring;mini-mon;4.8;3247;5.15586218136
2016-05-11T11:30:53.000Z;net.out_packets_sec;monitoring;mini-mon;4.0;3248;4.31745629267
