Series;Time;Value
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:22:30.000Z;7.866666666666666
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:22:45.000Z;7.666666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:23:00.000Z;7.666666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:23:15.000Z;6.933333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:23:30.000Z;7.733333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:23:45.000Z;7.066666666666666
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:24:00.000Z;8.133333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:24:15.000Z;7.133333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:24:30.000Z;7.2
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:24:45.000Z;8.466666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:25:00.000Z;8.533333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:25:15.000Z;7
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:25:30.000Z;7.466666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:25:45.000Z;8.133333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:26:00.000Z;8.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:26:15.000Z;8.2
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:26:30.000Z;8.2
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:26:45.000Z;7.466666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:27:00.000Z;8.133333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:27:15.000Z;9.266666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:27:30.000Z;7.133333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:27:45.000Z;7.533333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:28:00.000Z;8.933333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:28:15.000Z;7.333333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:28:30.000Z;7.333333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:28:45.000Z;8.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:29:00.000Z;7.333333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:29:15.000Z;8.533333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:29:30.000Z;7.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:29:45.000Z;8.133333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:30:00.000Z;7.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:30:15.000Z;7.266666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:30:30.000Z;8.333333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:30:45.000Z;7.533333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:31:00.000Z;7.133333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:31:15.000Z;8.266666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:31:30.000Z;8.466666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:31:45.000Z;10.933333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:32:00.000Z;7.333333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:32:15.000Z;7.066666666666666
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:32:30.000Z;8.466666666666667
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:32:45.000Z;7.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:33:00.000Z;9
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:33:15.000Z;7.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:33:30.000Z;7.6
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:33:45.000Z;8.666666666666666
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:34:00.000Z;7.733333333333333
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:34:15.000Z;7.133333333333334
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:34:30.000Z;8.4
net.out_packets_sec.value(device=eth0,hostname=mini-mon,service=monitoring,);2016-05-19T12:34:45.000Z;7.8
