Unix_time;Value
1463652074.0;7.73333333333
1463652089.0;7.86666666667
1463652104.0;6.53333333333
1463652119.0;7.8
1463652134.0;7.46666666667
1463652149.0;8.2
1463652164.0;7.26666666667
1463652179.0;7.4
1463652194.0;8.06666666667
1463652209.0;8.4
1463652224.0;7.06666666667
1463652239.0;8.46666666667
1463652254.0;7.8
1463652269.0;9.53333333333
1463652284.0;6.4
1463652299.0;8.46666666667
1463652314.0;8.73333333333
1463652329.0;10.1333333333
1463652344.0;9.46666666667
1463652359.0;8.46666666667
1463652374.0;7.33333333333
1463652389.0;9.46666666667
1463652404.0;8.2
1463652419.0;8.2
1463652434.0;7.66666666667
1463652449.0;7.73333333333
1463652464.0;7.26666666667
1463652479.0;8.33333333333
1463652494.0;5.8
1463652509.0;8.33333333333
1463652524.0;7.0
1463652539.0;8.6
1463652554.0;7.6
1463652569.0;8.53333333333
1463652584.0;7.4
1463652599.0;8.46666666667
1463652614.0;7.6
1463652629.0;8.8
1463652644.0;7.2
1463652659.0;8.8
1463652674.0;8.06666666667
1463652689.0;8.46666666667
1463652704.0;7.2
1463652719.0;8.6
1463652734.0;7.4
1463652749.0;8.4
1463652764.0;7.73333333333
1463652779.0;7.2
1463652794.0;8.53333333333
1463652809.0;8.46666666667
1463652824.0;6.86666666667
1463652839.0;8.6
1463652854.0;7.4
1463652869.0;9.33333333333
1463652884.0;6.93333333333
1463652899.0;8.26666666667
1463652914.0;7.13333333333
1463652929.0;8.8
1463652944.0;6.66666666667
1463652959.0;9.06666666667
1463652974.0;6.06666666667
1463652989.0;8.8
1463653004.0;6.66666666667
1463653019.0;8.13333333333
1463653034.0;8.6
1463653049.0;10.1333333333
1463653065.0;5.9375
1463653080.0;7.86666666667
1463653095.0;7.73333333333
1463653110.0;8.2
1463653125.0;7.66666666667
1463653140.0;8.4
1463653155.0;7.8
1463653170.0;8.2
1463653185.0;7.66666666667
1463653200.0;8.13333333333
1463653215.0;6.26666666667
1463653230.0;9.06666666667
1463653245.0;6.73333333333
1463653260.0;7.93333333333
1463653275.0;8.6
1463653290.0;8.46666666667
1463653305.0;8.46666666667
1463653320.0;7.2
1463653335.0;7.4
1463653350.0;7.86666666667
1463653365.0;7.66666666667
1463653380.0;7.66666666667
1463653395.0;6.93333333333
1463653410.0;7.73333333333
1463653425.0;7.06666666667
1463653440.0;8.13333333333
1463653455.0;7.13333333333
1463653470.0;7.2
1463653485.0;8.46666666667
1463653500.0;8.53333333333
1463653515.0;7.0
1463653530.0;7.46666666667
1463653545.0;8.13333333333
1463653560.0;8.4
1463653575.0;8.2
1463653590.0;8.2
1463653605.0;7.46666666667
1463653620.0;8.13333333333
1463653635.0;9.26666666667
1463653650.0;7.13333333333
1463653665.0;7.53333333333
1463653680.0;8.93333333333
1463653695.0;7.33333333333
1463653710.0;7.33333333333
1463653725.0;8.4
1463653740.0;7.33333333333
1463653755.0;8.53333333333
1463653770.0;7.4
1463653785.0;8.13333333333
1463653800.0;7.4
1463653815.0;7.26666666667
1463653830.0;8.33333333333
1463653845.0;7.53333333333
1463653860.0;7.13333333333
1463653875.0;8.26666666667
1463653890.0;8.46666666667
1463653905.0;10.9333333333
1463653920.0;7.33333333333
1463653935.0;7.06666666667
1463653950.0;8.46666666667
1463653965.0;7.4
1463653980.0;9.0
1463653995.0;7.4
1463654010.0;7.6
1463654025.0;8.66666666667
1463654040.0;7.73333333333
1463654055.0;7.13333333333
1463654070.0;8.4
1463654085.0;7.8
1463654100.0;8.26666666667
1463654115.0;7.46666666667
1463654130.0;7.93333333333
1463654145.0;7.86666666667
1463654160.0;9.6
1463654175.0;7.46666666667
1463654190.0;8.13333333333
1463654205.0;7.86666666667
1463654220.0;9.0
1463654235.0;7.66666666667
1463654250.0;8.26666666667
1463654265.0;7.53333333333
1463654281.0;9.4375
1463654296.0;6.53333333333
1463654311.0;7.33333333333
1463654326.0;8.4
1463654341.0;7.46666666667
1463654356.0;6.86666666667
1463654371.0;7.8
1463654386.0;7.46666666667
1463654401.0;7.4
1463654416.0;8.0
1463654431.0;7.26666666667
1463654446.0;7.26666666667
1463654461.0;7.13333333333
1463654476.0;8.13333333333
1463654491.0;7.2
1463654506.0;8.06666666667
1463654521.0;9.06666666667
1463654536.0;7.46666666667
1463654551.0;7.2
1463654566.0;7.06666666667
1463654581.0;7.0
1463654596.0;8.33333333333
1463654611.0;6.8
1463654626.0;8.06666666667
1463654641.0;8.53333333333
1463654656.0;7.6
1463654671.0;7.13333333333
1463654686.0;8.4
1463654701.0;9.2
1463654716.0;8.6
1463654731.0;7.06666666667
1463654746.0;7.4
1463654761.0;8.0
1463654776.0;8.6
1463654791.0;8.53333333333
1463654806.0;8.53333333333
1463654821.0;7.53333333333
1463654836.0;8.46666666667
1463654851.0;7.93333333333
1463654866.0;9.4
1463654881.0;7.4
1463654896.0;8.4
1463654911.0;8.33333333333
1463654926.0;8.4
1463654941.0;7.4
1463654956.0;8.13333333333
1463654971.0;7.26666666667
1463654986.0;7.06666666667
1463655001.0;7.13333333333
1463655016.0;7.53333333333
1463655031.0;8.2
1463655046.0;7.4
1463655061.0;8.4
1463655076.0;7.4
1463655091.0;8.46666666667
1463655106.0;7.46666666667
1463655121.0;9.53333333333
1463655136.0;8.26666666667
1463655151.0;8.46666666667
1463655166.0;7.53333333333
1463655181.0;8.53333333333
1463655196.0;7.33333333333
1463655211.0;7.06666666667
1463655226.0;8.4
1463655241.0;8.8
1463655256.0;8.2
1463655271.0;7.4
1463655286.0;7.13333333333
1463655301.0;7.6
1463655316.0;7.06666666667
1463655331.0;8.4
1463655346.0;7.06666666667
1463655361.0;7.06666666667
1463655376.0;8.2
1463655391.0;9.8
1463655406.0;8.46666666667
1463655421.0;7.0
1463655436.0;7.13333333333
1463655452.0;8.625
1463655467.0;10.2
1463655482.0;6.8
1463655497.0;7.4
1463655512.0;9.93333333333
1463655527.0;6.6
1463655542.0;7.33333333333
1463655557.0;7.26666666667
1463655572.0;7.33333333333
1463655587.0;8.26666666667
1463655602.0;7.0
1463655617.0;7.4
1463655632.0;6.8
1463655647.0;8.53333333333
1463655662.0;7.46666666667
1463655677.0;8.4
1463655692.0;7.4
1463655707.0;8.6
1463655722.0;7.4
1463655737.0;9.0
1463655752.0;8.26666666667
1463655767.0;7.2
1463655782.0;8.2
1463655797.0;7.53333333333
1463655812.0;7.46666666667
1463655827.0;7.86666666667
1463655842.0;7.13333333333
1463655857.0;8.2
1463655872.0;8.13333333333
1463655887.0;7.4
1463655902.0;7.0
1463655917.0;7.8
1463655932.0;8.33333333333
1463655947.0;7.26666666667
1463655962.0;7.06666666667
1463655977.0;8.13333333333
1463655992.0;7.8
1463656007.0;7.33333333333
1463656022.0;9.4
1463656037.0;7.53333333333
1463656052.0;9.06666666667
1463656067.0;7.2
1463656082.0;7.26666666667
1463656097.0;9.46666666667
1463656112.0;8.06666666667
1463656127.0;8.53333333333
1463656142.0;7.33333333333
1463656157.0;8.53333333333
1463656172.0;7.2
1463656187.0;7.4
1463656202.0;8.13333333333
1463656217.0;7.6
1463656232.0;6.8
1463656247.0;7.0
1463656262.0;8.06666666667
1463656277.0;7.66666666667
1463656292.0;8.53333333333
1463656307.0;7.26666666667
1463656322.0;9.4
1463656337.0;8.46666666667
1463656352.0;9.46666666667
1463656367.0;9.13333333333
1463656382.0;7.4
1463656397.0;8.6
1463656412.0;7.46666666667
1463656427.0;8.13333333333
1463656442.0;7.33333333333
1463656457.0;8.86666666667
1463656472.0;8.46666666667
1463656487.0;7.53333333333
1463656502.0;8.53333333333
1463656517.0;8.0
1463656532.0;8.4
1463656547.0;6.6
1463656562.0;7.4
1463656577.0;7.13333333333
1463656592.0;8.4
1463656607.0;7.73333333333
1463656622.0;9.26666666667
1463656637.0;7.53333333333
1463656652.0;7.0
1463656667.0;8.46666666667
1463656682.0;8.0
1463656697.0;8.4
1463656712.0;8.53333333333
1463656728.0;6.9375
1463656743.0;8.2
1463656758.0;8.0
1463656773.0;7.0
1463656788.0;7.13333333333
1463656803.0;7.53333333333
1463656818.0;8.46666666667
1463656833.0;7.4
1463656848.0;8.53333333333
1463656863.0;7.2
1463656878.0;7.13333333333
1463656893.0;7.0
1463656908.0;8.06666666667
1463656923.0;7.2
1463656938.0;7.46666666667
1463656953.0;8.2
1463656968.0;7.53333333333
1463656983.0;8.0
1463656998.0;7.2
1463657013.0;7.06666666667
1463657028.0;7.13333333333
1463657043.0;7.26666666667
1463657058.0;7.06666666667
1463657073.0;8.93333333333
1463657088.0;7.66666666667
1463657103.0;8.33333333333
1463657118.0;7.26666666667
1463657133.0;8.0
1463657148.0;8.33333333333
1463657163.0;7.13333333333
1463657178.0;7.2
1463657193.0;8.2
1463657208.0;7.73333333333
1463657223.0;8.6
1463657238.0;7.33333333333
1463657253.0;8.26666666667
1463657268.0;7.0
1463657283.0;7.73333333333
1463657298.0;8.0
1463657313.0;8.26666666667
1463657328.0;8.8
1463657343.0;9.06666666667
1463657358.0;7.2
1463657373.0;7.2
1463657388.0;8.2
1463657403.0;7.33333333333
1463657418.0;8.4
1463657433.0;7.33333333333
1463657448.0;7.13333333333
1463657463.0;8.53333333333
1463657478.0;6.86666666667
1463657493.0;7.13333333333
1463657508.0;8.53333333333
1463657523.0;7.33333333333
1463657538.0;7.2
1463657553.0;8.53333333333
1463657568.0;8.0
1463657583.0;9.06666666667
1463657598.0;10.4
1463657613.0;8.06666666667
1463657628.0;7.73333333333
1463657643.0;8.33333333333
1463657658.0;7.33333333333
1463657673.0;8.13333333333
1463657688.0;7.53333333333
1463657703.0;8.6
1463657718.0;7.4
1463657733.0;8.8
1463657748.0;7.0
1463657763.0;7.33333333333
1463657778.0;8.2
1463657793.0;7.26666666667
1463657808.0;7.46666666667
1463657823.0;8.33333333333
1463657838.0;7.6
1463657853.0;7.73333333333
1463657868.0;7.26666666667
1463657883.0;9.26666666667
1463657899.0;7.125
1463657914.0;7.93333333333
1463657929.0;8.6
1463657944.0;7.0
1463657959.0;7.06666666667
1463657974.0;9.26666666667
1463657989.0;7.33333333333
1463658004.0;8.4
1463658019.0;7.53333333333
1463658034.0;7.73333333333
1463658049.0;7.33333333333
1463658064.0;7.4
1463658079.0;7.33333333333
1463658094.0;8.26666666667
1463658109.0;7.13333333333
1463658124.0;8.46666666667
1463658139.0;6.86666666667
1463658154.0;7.33333333333
1463658169.0;8.0
1463658184.0;8.4
1463658199.0;7.66666666667
1463658214.0;7.73333333333
1463658229.0;8.4
1463658244.0;7.2
1463658259.0;8.46666666667
1463658274.0;7.13333333333
1463658289.0;8.2
1463658304.0;7.0
1463658319.0;8.53333333333
1463658334.0;7.13333333333
1463658349.0;8.6
1463658364.0;6.86666666667
1463658379.0;7.06666666667
1463658394.0;8.46666666667
1463658409.0;7.46666666667
1463658424.0;8.4
1463658439.0;7.33333333333
1463658454.0;6.73333333333
1463658469.0;8.33333333333
1463658484.0;8.6
1463658499.0;8.6
1463658514.0;8.0
1463658529.0;7.8
1463658544.0;8.46666666667
1463658559.0;9.0
1463658574.0;8.33333333333
1463658589.0;7.33333333333
1463658604.0;8.26666666667
1463658619.0;7.4
1463658634.0;8.33333333333
1463658649.0;7.53333333333
1463658664.0;8.4
1463658679.0;8.33333333333
1463658694.0;6.86666666667
1463658709.0;8.26666666667
1463658724.0;7.46666666667
1463658739.0;7.26666666667
1463658754.0;8.73333333333
1463658769.0;7.66666666667
1463658784.0;8.46666666667
1463658799.0;7.2
1463658814.0;7.8
1463658829.0;8.73333333333
1463658844.0;7.26666666667
1463658859.0;7.4
1463658874.0;8.4
1463658889.0;8.53333333333
1463658904.0;7.26666666667
1463658919.0;8.06666666667
1463658934.0;7.53333333333
1463658949.0;7.8
1463658964.0;6.86666666667
1463658979.0;8.13333333333
1463658994.0;7.6
1463659009.0;8.33333333333
1463659024.0;7.4
1463659039.0;8.6
1463659054.0;7.46666666667
1463659069.0;7.26666666667
1463659084.0;10.2666666667
1463659100.0;6.8125
1463659115.0;8.66666666667
1463659130.0;7.26666666667
1463659145.0;8.4
1463659160.0;10.4666666667
1463659175.0;7.2
1463659190.0;8.26666666667
1463659205.0;9.33333333333
1463659220.0;7.06666666667
1463659235.0;8.13333333333
1463659250.0;5.86666666667
1463659265.0;8.4
1463659280.0;7.4
1463659295.0;8.53333333333
1463659310.0;7.13333333333
1463659325.0;8.13333333333
1463659340.0;7.6
1463659355.0;7.4
1463659370.0;7.26666666667
1463659385.0;8.13333333333
1463659400.0;7.13333333333
1463659415.0;7.46666666667
1463659430.0;7.33333333333
1463659445.0;8.33333333333
1463659460.0;7.26666666667
1463659475.0;7.06666666667
1463659490.0;7.0
1463659505.0;8.0
1463659520.0;7.06666666667
1463659535.0;8.53333333333
1463659550.0;7.2
1463659565.0;9.06666666667
1463659580.0;7.13333333333
1463659595.0;6.93333333333
1463659610.0;7.26666666667
1463659625.0;8.53333333333
1463659640.0;8.4
1463659655.0;7.46666666667
1463659670.0;7.06666666667
1463659685.0;7.4
1463659700.0;8.33333333333
1463659715.0;8.6
1463659730.0;8.46666666667
1463659745.0;7.66666666667
1463659760.0;7.86666666667
1463659775.0;8.6
1463659790.0;7.93333333333
1463659805.0;9.2
1463659820.0;8.33333333333
1463659835.0;7.33333333333
1463659850.0;7.4
1463659865.0;8.33333333333
1463659880.0;7.46666666667
1463659895.0;8.4
1463659910.0;7.4
1463659925.0;8.26666666667
1463659940.0;7.4
1463659955.0;8.86666666667
1463659970.0;7.8
1463659985.0;8.2
1463660000.0;7.26666666667
1463660015.0;7.4
1463660030.0;8.2
1463660045.0;9.0
1463660060.0;7.73333333333
1463660075.0;8.2
1463660090.0;7.8
1463660105.0;7.8
1463660120.0;8.2
1463660135.0;7.6
1463660150.0;8.33333333333
1463660165.0;8.2
1463660180.0;8.53333333333
1463660195.0;7.4
1463660210.0;8.26666666667
1463660225.0;7.06666666667
1463660240.0;7.2
1463660255.0;6.93333333333
1463660271.0;7.9375
1463660286.0;7.33333333333
1463660301.0;7.2
1463660316.0;9.46666666667
1463660331.0;7.73333333333
1463660346.0;8.4
1463660361.0;7.8
1463660376.0;8.53333333333
1463660391.0;8.4
1463660406.0;8.06666666667
1463660421.0;8.66666666667
1463660436.0;7.06666666667
1463660451.0;8.13333333333
1463660466.0;7.53333333333
1463660481.0;8.4
1463660496.0;7.13333333333
1463660511.0;7.4
1463660526.0;7.33333333333
1463660541.0;8.4
1463660556.0;7.6
1463660571.0;10.9333333333
1463660586.0;7.2
1463660601.0;7.33333333333
1463660616.0;9.26666666667
1463660631.0;7.26666666667
1463660646.0;9.06666666667
1463660661.0;7.86666666667
1463660676.0;7.33333333333
1463660691.0;7.93333333333
1463660706.0;7.26666666667
1463660721.0;8.0
1463660736.0;8.4
1463660751.0;7.4
1463660766.0;7.13333333333
1463660781.0;8.86666666667
1463660796.0;7.06666666667
1463660811.0;7.46666666667
1463660826.0;8.26666666667
1463660841.0;7.13333333333
1463660856.0;6.86666666667
1463660871.0;8.2
1463660886.0;7.73333333333
1463660901.0;8.33333333333
1463660916.0;7.53333333333
1463660931.0;7.13333333333
1463660946.0;7.93333333333
1463660961.0;8.6
1463660976.0;7.53333333333
1463660991.0;8.0
1463661006.0;7.06666666667
1463661021.0;7.26666666667
1463661036.0;8.86666666667
1463661051.0;8.46666666667
1463661066.0;7.13333333333
1463661081.0;6.93333333333
1463661096.0;7.46666666667
1463661111.0;8.53333333333
1463661126.0;7.2
1463661141.0;6.93333333333
1463661156.0;7.4
1463661171.0;8.66666666667
1463661186.0;7.53333333333
1463661201.0;7.86666666667
1463661216.0;7.8
1463661231.0;7.33333333333
1463661246.0;8.73333333333
1463661261.0;7.6
1463661276.0;9.2
1463661291.0;9.26666666667
1463661306.0;7.13333333333
1463661321.0;6.8
1463661336.0;8.13333333333
1463661351.0;8.46666666667
1463661366.0;8.13333333333
1463661381.0;8.2
1463661396.0;7.33333333333
1463661411.0;7.8
1463661426.0;6.13333333333
1463661441.0;8.2
1463661457.0;7.125
1463661472.0;8.4
1463661487.0;7.53333333333
1463661502.0;7.86666666667
1463661517.0;7.6
1463661532.0;7.33333333333
1463661547.0;9.46666666667
1463661562.0;7.2
1463661577.0;9.13333333333
1463661592.0;7.33333333333
1463661607.0;7.13333333333
1463661622.0;9.73333333333
1463661637.0;8.0
1463661652.0;8.13333333333
1463661667.0;7.6
1463661682.0;7.13333333333
1463661697.0;7.13333333333
1463661712.0;8.73333333333
1463661727.0;7.26666666667
1463661742.0;8.33333333333
1463661757.0;7.8
1463661772.0;8.73333333333
1463661787.0;7.26666666667
1463661802.0;8.4
1463661817.0;7.33333333333
1463661832.0;7.6
1463661847.0;8.46666666667
1463661862.0;7.13333333333
1463661877.0;8.53333333333
1463661892.0;8.26666666667
1463661907.0;8.33333333333
1463661922.0;7.6
1463661937.0;9.2
1463661952.0;7.4
1463661967.0;7.13333333333
1463661982.0;8.4
1463661997.0;8.46666666667
1463662012.0;7.13333333333
1463662027.0;8.4
1463662042.0;7.53333333333
1463662057.0;8.4
1463662072.0;7.66666666667
1463662087.0;8.53333333333
1463662102.0;7.4
1463662117.0;7.13333333333
1463662132.0;8.46666666667
1463662147.0;8.26666666667
1463662162.0;7.0
1463662177.0;7.86666666667
1463662192.0;7.93333333333
1463662207.0;4.6
1463662222.0;1.6
1463662237.0;2.46666666667
1463662252.0;1.4
1463662267.0;2.2
1463662282.0;1.73333333333
1463662297.0;2.2
1463662312.0;1.53333333333
1463662327.0;2.4
1463662342.0;1.6
1463662357.0;2.73333333333
1463662372.0;1.8
1463662387.0;2.2
1463662402.0;1.6
1463662417.0;2.53333333333
1463662432.0;1.53333333333
1463662447.0;2.2
1463662462.0;1.6
1463662477.0;2.4
1463662492.0;1.4
1463662507.0;2.86666666667
1463662522.0;1.6
1463662537.0;3.6
1463662552.0;1.66666666667
1463662567.0;2.2
1463662582.0;1.6
1463662597.0;2.93333333333
1463662612.0;1.6
1463662627.0;2.13333333333
1463662642.0;1.73333333333
1463662657.0;2.26666666667
1463662673.0;1.5
1463662688.0;2.4
1463662703.0;1.53333333333
1463662718.0;2.33333333333
1463662733.0;1.66666666667
1463662748.0;2.26666666667
1463662763.0;1.6
1463662778.0;2.26666666667
1463662793.0;1.6
1463662808.0;2.33333333333
1463662823.0;1.6
1463662838.0;2.26666666667
1463662853.0;1.6
1463662868.0;2.33333333333
1463662883.0;1.53333333333
1463662898.0;2.26666666667
1463662913.0;1.46666666667
1463662928.0;2.26666666667
1463662943.0;1.6
1463662958.0;2.8
1463662973.0;1.73333333333
1463662988.0;2.4
1463663003.0;1.53333333333
1463663018.0;2.4
1463663033.0;1.6
1463663048.0;2.26666666667
1463663063.0;1.73333333333
1463663078.0;2.26666666667
1463663093.0;132.8
1463663108.0;66.8
1463663123.0;9.13333333333
1463663138.0;7.13333333333
1463663153.0;9.0
1463663168.0;7.4
1463663183.0;7.0
1463663198.0;7.2
1463663213.0;8.86666666667
1463663228.0;6.86666666667
1463663243.0;7.06666666667
1463663258.0;7.26666666667
1463663273.0;8.33333333333
1463663288.0;7.2
1463663303.0;7.13333333333
1463663318.0;8.46666666667
1463663333.0;7.06666666667
1463663348.0;8.4
1463663363.0;7.33333333333
1463663378.0;7.13333333333
1463663393.0;7.0
1463663408.0;7.13333333333
1463663423.0;6.8
1463663438.0;8.86666666667
1463663453.0;7.06666666667
1463663468.0;7.2
1463663483.0;8.53333333333
1463663498.0;8.4
1463663513.0;7.4
1463663528.0;8.26666666667
1463663543.0;7.33333333333
1463663558.0;7.8
1463663573.0;7.06666666667
1463663588.0;8.6
1463663603.0;7.26666666667
1463663618.0;7.46666666667
1463663633.0;9.06666666667
1463663648.0;7.33333333333
1463663663.0;6.66666666667
1463663678.0;7.26666666667
1463663693.0;8.4
1463663708.0;9.06666666667
1463663723.0;9.6
1463663738.0;9.06666666667
1463663753.0;8.33333333333
1463663768.0;7.8
1463663783.0;7.06666666667
1463663798.0;7.33333333333
1463663813.0;9.06666666667
1463663828.0;7.2
1463663843.0;7.13333333333
1463663858.0;8.2
1463663873.0;7.06666666667
1463663889.0;6.875
1463663904.0;7.0
1463663919.0;7.93333333333
1463663934.0;7.8
1463663949.0;8.13333333333
1463663964.0;7.66666666667
1463663979.0;7.13333333333
1463663994.0;8.46666666667
1463664009.0;7.33333333333
1463664024.0;8.53333333333
1463664039.0;7.2
1463664054.0;8.66666666667
1463664069.0;6.93333333333
1463664084.0;7.13333333333
1463664099.0;7.06666666667
1463664114.0;6.86666666667
1463664129.0;8.66666666667
1463664144.0;7.6
1463664159.0;11.2
1463664174.0;8.46666666667
1463664189.0;7.66666666667
1463664204.0;7.2
1463664219.0;6.93333333333
1463664234.0;8.26666666667
1463664249.0;7.4
1463664264.0;7.13333333333
1463664279.0;8.33333333333
1463664294.0;7.0
1463664309.0;8.4
1463664324.0;10.2
1463664339.0;8.26666666667
1463664354.0;8.2
1463664369.0;8.06666666667
1463664384.0;7.2
1463664399.0;9.2
1463664414.0;7.26666666667
1463664429.0;8.06666666667
1463664444.0;6.8
1463664459.0;8.26666666667
1463664474.0;7.4
1463664489.0;7.2
1463664504.0;8.13333333333
1463664519.0;7.26666666667
1463664534.0;7.06666666667
1463664549.0;7.2
1463664564.0;7.13333333333
1463664579.0;8.53333333333
1463664594.0;6.8
1463664609.0;7.46666666667
1463664624.0;8.53333333333
1463664639.0;7.46666666667
1463664654.0;8.33333333333
1463664669.0;7.46666666667
1463664684.0;8.46666666667
1463664699.0;7.13333333333
1463664714.0;8.73333333333
1463664729.0;7.2
1463664744.0;7.93333333333
1463664759.0;8.06666666667
1463664774.0;8.6
1463664789.0;7.6
1463664804.0;8.33333333333
1463664819.0;7.66666666667
1463664834.0;7.26666666667
1463664849.0;8.26666666667
1463664864.0;7.33333333333
1463664879.0;8.6
1463664894.0;7.33333333333
1463664909.0;8.4
1463664924.0;7.33333333333
1463664939.0;8.66666666667
1463664954.0;11.2
1463664969.0;8.26666666667
1463664984.0;8.8
1463664999.0;7.46666666667
1463665015.0;6.6875
1463665030.0;9.13333333333
1463665045.0;7.06666666667
1463665060.0;7.53333333333
1463665075.0;7.86666666667
1463665090.0;7.33333333333
1463665105.0;7.26666666667
1463665120.0;6.66666666667
1463665135.0;7.06666666667
1463665150.0;8.6
1463665165.0;7.33333333333
1463665180.0;8.46666666667
1463665195.0;7.46666666667
1463665210.0;8.46666666667
1463665225.0;7.46666666667
1463665240.0;8.53333333333
1463665255.0;7.4
1463665270.0;7.06666666667
1463665285.0;8.06666666667
1463665300.0;7.6
1463665315.0;8.4
1463665330.0;7.46666666667
1463665345.0;7.13333333333
1463665360.0;8.06666666667
1463665375.0;6.53333333333
1463665390.0;8.73333333333
1463665405.0;7.13333333333
1463665420.0;8.46666666667
1463665435.0;7.73333333333
1463665450.0;8.46666666667
1463665465.0;7.13333333333
1463665480.0;8.6
1463665495.0;7.26666666667
1463665510.0;8.53333333333
1463665525.0;7.4
1463665540.0;8.13333333333
1463665555.0;8.06666666667
1463665570.0;9.53333333333
1463665585.0;7.93333333333
1463665600.0;8.46666666667
1463665615.0;6.93333333333
1463665630.0;7.33333333333
1463665645.0;9.8
1463665660.0;7.53333333333
1463665675.0;8.46666666667
1463665690.0;6.73333333333
1463665705.0;7.06666666667
1463665720.0;7.26666666667
1463665735.0;7.2
1463665750.0;8.46666666667
1463665765.0;7.33333333333
1463665780.0;7.06666666667
1463665795.0;7.13333333333
1463665810.0;7.86666666667
1463665825.0;7.8
1463665840.0;7.13333333333
1463665855.0;8.6
1463665870.0;7.53333333333
1463665885.0;8.46666666667
1463665900.0;7.13333333333
1463665915.0;8.8
1463665930.0;8.13333333333
1463665945.0;7.66666666667
1463665960.0;7.26666666667
1463665975.0;7.2
1463665990.0;7.4
1463666005.0;8.0
1463666020.0;7.26666666667
1463666035.0;6.8
1463666050.0;7.4
1463666065.0;8.8
1463666080.0;7.13333333333
1463666095.0;8.66666666667
1463666110.0;8.26666666667
1463666125.0;7.66666666667
1463666140.0;7.33333333333
1463666155.0;8.66666666667
1463666170.0;9.2
1463666185.0;10.7333333333
1463666200.0;9.13333333333
1463666215.0;7.0
1463666230.0;7.93333333333
1463666245.0;7.86666666667
1463666260.0;7.13333333333
1463666275.0;7.06666666667
1463666290.0;7.66666666667
1463666305.0;8.26666666667
1463666320.0;6.2
1463666335.0;9.13333333333
1463666350.0;6.86666666667
1463666366.0;7.3125
1463666381.0;8.33333333333
1463666396.0;7.33333333333
1463666411.0;7.26666666667
1463666426.0;7.4
1463666441.0;8.4
1463666456.0;6.8
1463666471.0;7.13333333333
1463666486.0;7.2
1463666501.0;8.4
1463666516.0;7.33333333333
1463666531.0;7.26666666667
1463666546.0;7.4
1463666561.0;8.66666666667
1463666576.0;7.53333333333
1463666591.0;8.53333333333
1463666606.0;7.13333333333
1463666621.0;7.6
1463666636.0;8.0
1463666651.0;7.26666666667
1463666666.0;8.46666666667
1463666681.0;7.4
1463666696.0;8.13333333333
1463666711.0;7.73333333333
1463666726.0;7.4
1463666741.0;8.53333333333
1463666756.0;8.4
1463666771.0;9.6
1463666786.0;10.6666666667
1463666801.0;10.6
1463666816.0;8.46666666667
1463666831.0;7.46666666667
