Timestamp;load.avg_1_min;cpu.wait_perc;cpu.system_perc;mem.free_mb
1473242523.0;0.29;9.8;0.7;4238.0
1473242553.0;0.55;13.4;0.6;4238.0
1473242583.0;0.88;10.7;0.5;4239.0
1473242613.0;1.32;10.1;0.6;4239.0
1473242643.0;1.59;10.2;0.6;4239.0
1473242673.0;1.51;10.0;0.6;4239.0
1473242703.0;1.54;9.7;0.5;4238.0
1473242733.0;1.53;9.9;0.6;4236.0
1473242763.0;1.58;11.9;0.6;4238.0
1473242793.0;1.74;13.0;0.5;4238.0
1473242823.0;1.54;10.4;0.6;4238.0
1473242853.0;1.17;10.7;0.7;4238.0
1473242883.0;0.93;10.7;0.5;4238.0
1473242913.0;1.09;10.7;0.5;4238.0
1473242943.0;0.88;10.5;0.5;4239.0
1473242973.0;0.85;10.9;0.7;4238.0
1473243003.0;0.58;13.0;0.5;4239.0
1473243033.0;0.7;13.5;0.5;4236.0
1473243063.0;0.56;10.4;0.7;4239.0
1473243093.0;0.34;10.2;0.6;4239.0
1473243123.0;0.32;9.8;0.6;4238.0
1473243153.0;0.32;9.7;0.6;4239.0
1473243183.0;0.19;10.3;0.6;4239.0
1473243213.0;0.78;11.1;0.6;4239.0
1473243243.0;1.2;13.3;0.6;4239.0
1473243273.0;1.51;14.0;0.6;4239.0
1473243303.0;1.43;10.1;0.6;4239.0
1473243333.0;1.49;9.7;0.5;4239.0
1473243363.0;1.43;9.9;0.4;4238.0
1473243393.0;1.36;9.9;0.6;4239.0
1473243423.0;1.26;9.7;0.6;4238.0
1473243453.0;1.41;16.0;0.5;4238.0
1473243483.0;1.64;15.4;0.4;4238.0
1473243513.0;1.78;15.3;0.6;4238.0
1473243543.0;1.78;10.8;0.6;4238.0
1473243573.0;1.08;10.7;0.5;4237.0
1473243603.0;0.81;10.3;0.6;4237.0
1473243633.0;0.63;10.6;0.6;4237.0
1473243663.0;0.38;11.1;0.6;4237.0
1473243693.0;0.39;13.2;0.6;4237.0
1473243723.0;0.24;10.5;0.5;4237.0
1473243753.0;0.27;10.6;0.4;4237.0
1473243783.0;0.16;11.0;0.5;4237.0
1473243813.0;0.34;10.7;0.6;4237.0
1473243843.0;0.75;10.6;0.6;4236.0
1473243873.0;1.1;10.9;0.5;4236.0
1473243903.0;1.21;12.3;0.5;4238.0
1473243933.0;1.41;10.6;0.6;4238.0
1473243963.0;1.25;10.5;0.6;4236.0
1473243993.0;1.26;10.6;0.5;4238.0
1473244023.0;1.36;11.1;0.7;4238.0
1473244053.0;1.35;10.7;0.5;4238.0
1473244083.0;1.12;10.5;0.6;4238.0
1473244113.0;1.54;11.0;0.5;4238.0
1473244143.0;1.41;13.8;0.5;4238.0
1473244173.0;1.64;14.2;0.6;4238.0
1473244203.0;1.41;13.7;0.5;4238.0
1473244233.0;0.96;13.4;0.6;4238.0
1473244263.0;0.74;10.8;0.5;4236.0
1473244293.0;0.61;12.1;0.4;4238.0
1473244323.0;0.76;10.8;0.6;4238.0
1473244353.0;0.46;11.9;0.5;4238.0
1473244383.0;0.54;13.9;0.4;4238.0
1473244413.0;0.47;13.2;0.5;4238.0
1473244443.0;0.29;10.3;0.6;4238.0
1473244473.0;0.91;10.2;0.6;4237.0
1473244503.0;1.34;10.8;0.7;4237.0
1473244533.0;1.6;10.3;0.5;4237.0
1473244563.0;1.47;10.0;0.5;4237.0
1473244593.0;1.68;13.6;0.4;4237.0
1473244623.0;1.66;13.6;0.5;4237.0
1473244653.0;1.79;10.3;0.5;4237.0
1473244683.0;1.87;9.8;0.5;4237.0
1473244713.0;1.52;10.1;0.4;4237.0
1473244743.0;1.11;9.9;0.7;4237.0
1473244773.0;1.01;10.3;0.5;4236.0
1473244803.0;0.89;11.3;0.5;4237.0
1473244833.0;0.7;10.4;0.6;4237.0
1473244863.0;0.43;10.0;0.5;4237.0
1473244893.0;0.57;10.2;0.5;4236.0
1473244923.0;0.34;10.4;0.5;4236.0
1473244953.0;0.37;10.5;0.4;4238.0
1473244983.0;0.22;10.3;0.5;4238.0
1473245013.0;0.24;10.7;0.5;4238.0
1473245043.0;0.21;12.9;0.5;4238.0
1473245073.0;0.54;11.1;0.5;4238.0
1473245103.0;1.12;10.8;0.4;4238.0
1473245133.0;1.33;12.4;0.6;4238.0
1473245163.0;1.66;15.0;0.4;4238.0
1473245193.0;1.79;15.5;0.5;4236.0
1473245223.0;1.51;11.0;0.5;4238.0
1473245253.0;1.44;10.8;0.6;4237.0
1473245283.0;1.64;13.8;0.5;4238.0
1473245313.0;1.67;11.0;0.6;4237.0
1473245343.0;1.14;10.1;0.6;4237.0
1473245373.0;1.0;10.2;0.5;4238.0
1473245403.0;0.88;9.8;0.5;4238.0
1473245433.0;0.59;10.1;0.5;4238.0
1473245463.0;0.49;10.2;0.6;4238.0
1473245493.0;0.58;12.8;0.5;4236.0
1473245523.0;0.54;13.8;0.4;4238.0
1473245553.0;0.46;11.2;0.6;4238.0
1473245583.0;0.44;10.7;0.5;4237.0
1473245613.0;0.41;10.7;0.5;4236.0
1473245643.0;0.25;10.7;0.5;4237.0
1473245673.0;0.3;10.5;0.4;4237.0
1473245703.0;0.48;10.8;0.6;4237.0
1473245733.0;0.96;11.2;0.5;4237.0
1473245763.0;1.37;10.6;0.5;4237.0
1473245793.0;1.62;10.9;0.5;4237.0
1473245823.0;1.43;10.7;0.6;4237.0
1473245853.0;1.14;10.8;0.6;4237.0
1473245883.0;0.84;10.9;0.5;4237.0
1473245913.0;1.15;10.5;0.6;4237.0
1473245943.0;1.2;12.0;0.5;4237.0
1473245973.0;1.2;12.5;0.5;4237.0
1473246003.0;1.52;11.8;0.5;4237.0
1473246033.0;1.33;10.5;0.4;4238.0
1473246063.0;0.81;10.5;0.6;4238.0
1473246093.0;0.75;10.8;0.5;4238.0
1473246123.0;0.45;10.6;0.5;4238.0
1473246153.0;0.38;10.8;0.4;4237.0
1473246183.0;0.23;11.3;0.6;4237.0
1473246213.0;0.14;10.1;0.6;4238.0
1473246243.0;0.09;10.2;0.6;4238.0
1473246273.0;0.35;10.2;0.6;4237.0
1473246303.0;0.21;9.9;0.4;4237.0
1473246333.0;0.69;10.2;0.5;4237.0
1473246363.0;1.2;10.3;0.6;4237.0
1473246393.0;1.57;11.6;0.5;4236.0
1473246423.0;1.58;13.8;0.6;4234.0
1473246453.0;1.37;11.3;0.5;4236.0
1473246483.0;0.99;10.4;0.5;4237.0
1473246513.0;0.86;10.6;0.5;4236.0
1473246543.0;0.79;10.6;0.6;4236.0
1473246573.0;1.01;10.4;0.5;4236.0
1473246603.0;1.31;13.0;0.5;4236.0
1473246633.0;1.37;14.7;0.5;4237.0
1473246663.0;1.46;14.4;0.6;4236.0
1473246693.0;1.67;14.0;0.4;4236.0
1473246723.0;1.24;10.7;0.5;4235.0
1473246753.0;0.75;9.2;0.5;4237.0
1473246783.0;0.46;8.8;0.5;4238.0
1473246813.0;0.41;13.2;0.5;4237.0
1473246843.0;0.25;11.9;0.5;4237.0
1473246873.0;0.27;10.1;0.5;4237.0
1473246903.0;0.16;9.0;0.6;4237.0
1473246933.0;0.22;9.4;0.4;4237.0
1473246963.0;0.63;9.1;0.5;4236.0
1473246993.0;1.13;9.2;0.5;4237.0
1473247023.0;1.48;12.9;0.5;4237.0
1473247053.0;1.27;10.3;0.5;4237.0
1473247083.0;0.89;9.1;0.4;4236.0
1473247113.0;0.76;8.7;0.5;4237.0
1473247143.0;1.09;8.7;0.5;4235.0
1473247173.0;1.3;8.8;0.4;4235.0
1473247203.0;1.23;8.7;0.5;4235.0
1473247233.0;1.58;12.4;0.4;4237.0
1473247263.0;1.35;10.7;0.5;4237.0
1473247293.0;1.09;9.7;0.4;4237.0
1473247323.0;1.06;10.1;0.5;4237.0
1473247353.0;0.8;8.7;0.5;4236.0
1473247383.0;0.54;9.3;0.6;4233.0
1473247413.0;0.33;8.8;0.4;4233.0
1473247443.0;0.33;9.6;0.7;4233.0
1473247473.0;0.33;11.9;0.5;4234.0
1473247503.0;0.2;10.8;0.6;4235.0
1473247533.0;0.12;8.8;0.4;4236.0
1473247563.0;0.22;9.0;0.6;4235.0
1473247593.0;0.58;8.8;0.5;4236.0
1473247623.0;0.99;9.2;0.4;4235.0
1473247653.0;1.46;9.3;0.5;4233.0
1473247683.0;1.67;12.7;0.5;4235.0
1473247713.0;1.69;13.9;0.5;4235.0
1473247743.0;1.63;11.3;0.6;4235.0
1473247773.0;1.65;10.7;0.4;4235.0
1473247803.0;1.42;9.2;0.5;4237.0
1473247833.0;0.97;9.2;0.5;4236.0
1473247863.0;1.13;9.5;0.6;4236.0
1473247893.0;0.69;9.9;0.5;4236.0
1473247923.0;0.83;13.9;0.4;4236.0
1473247953.0;1.22;13.9;0.4;4234.0
1473247983.0;0.92;13.4;0.6;4236.0
1473248013.0;0.77;10.7;0.6;4237.0
1473248043.0;0.63;9.2;0.6;4236.0
1473248073.0;0.54;9.2;0.4;4236.0
1473248103.0;0.47;9.1;0.4;4236.0
1473248133.0;0.42;9.2;0.5;4236.0
1473248163.0;0.26;8.9;0.6;4237.0
1473248193.0;0.31;9.2;0.5;4235.0
1473248223.0;1.09;10.6;0.5;4236.0
1473248253.0;1.45;10.8;0.5;4235.0
1473248283.0;1.75;12.5;0.5;4236.0
1473248313.0;1.62;10.9;0.6;4236.0
1473248343.0;1.42;9.2;0.5;4236.0
1473248373.0;0.86;8.8;0.5;4235.0
1473248403.0;1.04;9.0;0.5;4235.0
1473248433.0;1.36;10.8;0.6;4235.0
1473248463.0;1.49;13.1;0.5;4235.0
1473248493.0;1.69;14.6;0.5;4235.0
1473248523.0;1.87;14.6;0.5;4235.0
1473248553.0;1.42;11.2;0.5;4234.0
1473248583.0;0.86;8.7;0.5;4235.0
1473248613.0;0.52;9.1;0.4;4234.0
1473248643.0;0.32;9.1;0.4;4235.0
1473248673.0;0.47;14.3;0.5;4234.0
1473248703.0;0.85;15.2;0.5;4235.0
1473248733.0;0.52;14.5;0.4;4234.0
1473248763.0;0.39;14.5;0.5;4235.0
1473248793.0;0.61;11.7;0.6;4235.0
1473248823.0;0.37;9.9;0.4;4235.0
1473248853.0;0.79;13.7;0.5;4236.0
1473248883.0;1.27;14.4;0.5;4233.0
1473248913.0;1.56;15.0;0.6;4235.0
1473248943.0;1.66;12.1;0.4;4235.0
1473248973.0;1.54;9.1;0.5;4236.0
1473249003.0;1.19;8.8;0.5;4236.0
1473249033.0;1.16;8.9;0.5;4235.0
1473249063.0;1.49;8.8;0.5;4235.0
1473249093.0;1.12;9.1;0.6;4235.0
1473249123.0;1.07;12.3;0.4;4235.0
1473249153.0;1.16;12.0;0.5;4236.0
1473249183.0;0.7;8.8;0.5;4234.0
1473249213.0;0.68;9.3;0.5;4235.0
1473249243.0;1.07;11.5;0.6;4236.0
1473249273.0;0.81;8.8;0.6;4235.0
1473249303.0;0.49;8.8;0.4;4236.0
1473249333.0;0.46;11.5;0.5;4235.0
1473249363.0;0.38;14.7;0.6;4236.0
1473249393.0;0.5;11.9;0.5;4236.0
1473249423.0;0.61;8.9;0.5;4236.0
1473249453.0;0.57;9.1;0.5;4236.0
1473249483.0;1.07;9.3;0.5;4235.0
1473249513.0;1.25;8.8;0.5;4236.0
1473249543.0;1.54;10.0;0.4;4236.0
1473249573.0;1.43;10.0;0.5;4236.0
1473249603.0;1.55;9.1;0.5;4236.0
1473249633.0;1.35;8.9;0.6;4235.0
1473249663.0;1.48;8.6;0.4;4235.0
1473249693.0;1.26;9.3;0.5;4235.0
1473249723.0;1.0;8.9;0.5;4235.0
1473249753.0;0.98;10.0;0.5;4235.0
1473249783.0;1.04;10.0;0.6;4235.0
1473249813.0;1.03;12.9;0.6;4235.0
1473249843.0;1.15;11.9;0.4;4235.0
1473249873.0;0.81;9.3;0.5;4235.0
1473249903.0;0.6;8.9;0.5;4235.0
1473249933.0;0.56;8.9;0.5;4236.0
1473249963.0;0.34;12.1;0.5;4235.0
1473249993.0;0.43;14.5;0.5;4235.0
1473250023.0;0.51;12.4;0.5;4234.0
1473250053.0;0.31;14.2;0.5;4233.0
1473250083.0;0.46;12.1;0.4;4236.0
1473250113.0;0.92;8.8;0.5;4233.0
1473250143.0;1.43;9.1;0.5;4236.0
1473250173.0;1.54;12.8;0.5;4236.0
1473250203.0;1.56;14.0;0.5;4236.0
1473250233.0;1.08;11.9;0.5;4236.0
1473250263.0;1.36;13.6;0.4;4235.0
1473250293.0;1.61;13.0;0.5;4235.0
1473250323.0;0.98;9.2;0.5;4235.0
1473250353.0;0.86;9.2;0.6;4234.0
1473250383.0;0.93;12.6;0.6;4235.0
1473250413.0;0.83;13.0;0.6;4232.0
1473250443.0;0.78;14.2;0.4;4234.0
1473250473.0;0.9;12.5;0.5;4234.0
1473250503.0;0.54;8.9;0.5;4234.0
1473250533.0;0.33;8.7;0.5;4234.0
1473250563.0;0.2;9.0;0.5;4235.0
1473250593.0;0.26;12.4;0.4;4234.0
1473250623.0;0.15;12.4;0.6;4234.0
1473250653.0;0.09;9.1;0.5;4235.0
1473250683.0;0.19;9.2;0.4;4235.0
1473250713.0;0.56;12.6;0.5;4236.0
1473250743.0;1.19;13.0;0.5;4235.0
1473250773.0;1.3;11.9;0.4;4235.0
1473250803.0;1.54;12.1;0.6;4235.0
1473250833.0;1.72;13.9;0.5;4236.0
1473250863.0;1.83;14.6;0.6;4235.0
1473250893.0;1.61;13.6;0.5;4234.0
1473250923.0;1.77;14.5;0.6;4235.0
1473250953.0;1.86;15.0;0.6;4235.0
1473250983.0;1.91;14.6;0.5;4234.0
1473251013.0;1.79;12.9;0.5;4235.0
1473251043.0;1.34;8.9;0.5;4235.0
1473251073.0;1.6;14.2;0.4;4234.0
1473251103.0;1.37;14.2;0.6;4234.0
1473251133.0;1.42;14.2;0.4;4235.0
1473251163.0;1.08;14.1;0.6;4235.0
1473251193.0;0.65;12.2;0.5;4234.0
1473251223.0;0.69;10.2;0.6;4235.0
1473251253.0;0.58;10.1;0.6;4234.0
1473251283.0;0.42;8.7;0.6;4234.0
1473251313.0;0.25;9.1;0.5;4234.0
1473251343.0;0.94;9.1;0.5;4231.0
1473251373.0;1.36;9.6;0.5;4231.0
1473251403.0;1.61;12.4;0.5;4234.0
1473251433.0;1.52;12.4;0.4;4234.0
1473251463.0;1.45;9.0;0.7;4234.0
1473251493.0;0.88;8.9;0.5;4233.0
1473251523.0;1.02;9.2;0.6;4233.0
1473251553.0;1.4;9.0;0.5;4234.0
1473251583.0;1.06;8.7;0.6;4233.0
1473251613.0;0.9;10.2;0.5;4233.0
1473251643.0;1.18;11.9;0.5;4232.0
1473251673.0;1.07;14.1;0.5;4233.0
1473251703.0;0.95;14.1;0.5;4233.0
1473251733.0;0.92;12.6;0.5;4234.0
1473251763.0;0.56;9.0;0.7;4234.0
1473251793.0;0.34;8.6;0.4;4234.0
1473251823.0;0.32;9.3;0.5;4235.0
1473251853.0;0.3;12.2;0.4;4233.0
1473251883.0;0.3;11.0;0.5;4234.0
1473251913.0;0.31;14.0;0.5;4235.0
1473251943.0;0.31;14.2;0.5;4234.0
1473251973.0;0.71;12.8;0.6;4234.0
1473252003.0;1.11;8.9;0.6;4234.0
1473252033.0;1.53;11.9;0.5;4233.0
1473252063.0;1.84;14.8;0.6;4234.0
1473252093.0;1.63;14.8;0.6;4234.0
1473252123.0;1.78;15.4;0.7;4234.0
1473252153.0;1.59;13.4;0.5;4234.0
1473252183.0;1.32;8.9;0.5;4234.0
1473252213.0;1.3;9.0;0.4;4233.0
1473252243.0;0.79;8.9;0.6;4234.0
1473252273.0;0.92;11.5;0.5;4231.0
1473252303.0;1.04;13.5;0.6;4233.0
1473252333.0;0.63;8.7;0.5;4233.0
1473252363.0;0.54;9.0;0.5;4232.0
1473252393.0;0.33;8.8;0.5;4232.0
1473252423.0;0.3;9.1;0.5;4233.0
1473252453.0;0.18;9.0;0.6;4233.0
1473252483.0;0.24;11.5;0.5;4232.0
1473252513.0;0.46;14.8;0.5;4232.0
1473252543.0;0.68;13.8;0.5;4232.0
1473252573.0;0.61;8.8;0.5;4230.0
1473252603.0;0.81;8.9;0.6;4231.0
1473252633.0;1.18;8.7;0.5;4231.0
1473252663.0;1.22;8.9;0.6;4232.0
1473252693.0;1.3;10.6;0.5;4232.0
1473252723.0;1.27;8.9;0.5;4233.0
1473252753.0;1.42;14.8;0.4;4234.0
1473252783.0;1.65;13.0;0.4;4234.0
1473252813.0;1.75;14.8;0.6;4234.0
1473252843.0;1.41;14.8;0.6;4234.0
1473252873.0;1.29;14.2;0.5;4232.0
1473252903.0;1.23;14.1;0.5;4233.0
1473252933.0;0.95;13.7;0.4;4234.0
1473252963.0;0.74;10.2;0.6;4233.0
1473252993.0;0.76;12.7;0.6;4233.0
1473253023.0;0.51;12.6;0.5;4234.0
1473253053.0;0.31;11.9;0.5;4233.0
1473253083.0;0.56;11.7;0.6;4233.0
1473253113.0;0.58;13.1;0.5;4234.0
1473253143.0;0.35;9.3;0.5;4234.0
1473253173.0;0.51;8.9;0.5;4233.0
1473253203.0;0.68;11.0;0.6;4234.0
1473253233.0;0.93;9.4;0.5;4233.0
1473253263.0;1.24;9.6;0.5;4233.0
1473253293.0;1.54;13.7;0.7;4234.0
1473253323.0;1.2;10.9;0.4;4234.0
1473253353.0;1.67;14.9;0.5;4234.0
1473253383.0;1.74;13.9;0.4;4234.0
1473253413.0;1.69;14.8;0.6;4233.0
1473253443.0;1.72;14.1;0.6;4233.0
1473253473.0;1.61;9.1;0.6;4233.0
1473253503.0;1.28;9.2;0.5;4231.0
1473253533.0;1.57;14.5;0.5;4233.0
1473253563.0;1.43;13.2;0.6;4233.0
1473253593.0;1.41;11.4;0.5;4233.0
1473253623.0;0.97;13.8;0.4;4233.0
1473253653.0;0.64;10.5;0.6;4233.0
1473253683.0;0.36;9.0;0.6;4232.0
1473253713.0;0.51;9.0;0.5;4233.0
1473253743.0;0.41;12.1;0.6;4233.0
1473253773.0;0.45;14.5;0.6;4233.0
1473253803.0;0.85;14.0;0.6;4231.0
1473253833.0;0.84;8.7;0.5;4233.0
1473253863.0;1.01;8.7;0.6;4233.0
1473253893.0;1.45;12.3;0.6;4233.0
1473253923.0;1.23;8.8;0.5;4233.0
1473253953.0;1.18;10.8;0.5;4234.0
1473253983.0;1.5;13.1;0.5;4233.0
1473254013.0;1.39;14.3;0.5;4233.0
1473254043.0;1.57;13.7;0.5;4233.0
1473254073.0;1.42;12.4;0.5;4233.0
1473254103.0;1.28;11.0;0.5;4231.0
1473254133.0;1.55;12.3;0.5;4233.0
1473254163.0;1.3;15.1;0.5;4232.0
1473254193.0;1.16;15.2;0.6;4232.0
1473254223.0;1.39;13.7;0.5;4232.0
1473254253.0;1.07;14.0;0.5;4232.0
1473254283.0;1.01;9.1;0.6;4232.0
1473254313.0;0.75;14.1;0.4;4232.0
1473254343.0;0.98;14.0;0.6;4232.0
1473254373.0;0.7;14.4;0.5;4232.0
1473254403.0;0.42;8.9;0.5;4232.0
1473254433.0;0.4;11.0;0.6;4232.0
1473254463.0;0.43;14.0;0.5;4231.0
1473254493.0;0.41;14.8;0.6;4232.0
1473254523.0;1.03;13.9;0.5;4232.0
1473254553.0;1.36;14.8;0.5;4232.0
1473254583.0;1.61;14.8;0.6;4232.0
1473254613.0;1.51;14.6;0.4;4232.0
1473254643.0;1.5;14.3;0.6;4233.0
1473254673.0;1.54;14.8;0.5;4232.0
1473254703.0;1.6;14.3;0.4;4232.0
1473254733.0;1.64;14.2;0.4;4230.0
1473254763.0;1.51;14.0;0.6;4233.0
1473254793.0;1.72;14.7;0.5;4232.0
1473254823.0;1.47;9.0;0.5;4232.0
1473254853.0;0.89;9.0;0.5;4232.0
1473254883.0;0.54;9.3;0.6;4232.0
1473254913.0;0.75;13.8;0.5;4231.0
1473254943.0;0.45;8.8;0.5;4232.0
1473254973.0;0.27;8.8;0.5;4233.0
1473255003.0;0.25;10.8;0.5;4232.0
1473255033.0;0.85;14.8;0.4;4231.0
1473255063.0;0.52;14.3;0.7;4232.0
1473255093.0;0.47;13.1;0.5;4232.0
1473255123.0;0.73;12.3;0.5;4232.0
1473255153.0;0.89;8.8;0.5;4232.0
1473255183.0;1.33;9.0;0.6;4231.0
1473255213.0;1.49;13.7;0.5;4231.0
1473255243.0;1.41;15.1;0.5;4231.0
1473255273.0;1.52;14.4;0.5;4232.0
1473255303.0;1.71;15.4;0.6;4231.0
1473255333.0;1.26;9.5;0.5;4230.0
1473255363.0;0.76;9.0;0.5;4231.0
1473255393.0;0.59;8.8;0.5;4232.0
1473255423.0;0.78;14.2;0.6;4232.0
1473255453.0;0.47;14.9;0.5;4231.0
1473255483.0;0.99;14.9;0.6;4231.0
1473255513.0;0.84;15.1;0.5;4231.0
1473255543.0;0.91;9.4;0.6;4231.0
1473255573.0;0.68;13.3;0.4;4231.0
1473255603.0;0.41;9.4;0.6;4232.0
1473255633.0;0.41;11.0;0.4;4232.0
1473255663.0;0.53;14.3;0.5;4233.0
1473255693.0;0.32;14.4;0.4;4233.0
1473255723.0;0.76;9.4;0.6;4232.0
1473255753.0;1.12;8.8;0.5;4232.0
1473255783.0;1.3;9.1;0.5;4232.0
1473255813.0;1.42;8.6;0.5;4232.0
1473255843.0;1.35;9.4;0.5;4232.0
1473255873.0;1.19;14.4;0.5;4231.0
1473255903.0;1.1;9.3;0.5;4232.0
1473255933.0;1.57;12.5;0.5;4232.0
1473255963.0;1.75;12.9;0.5;4229.0
1473255993.0;1.81;13.0;0.5;4232.0
1473256023.0;1.54;12.6;0.5;4232.0
1473256053.0;1.67;12.7;0.5;4232.0
1473256083.0;1.01;14.8;0.5;4232.0
1473256113.0;0.77;12.3;0.5;4232.0
1473256143.0;0.73;10.7;0.5;4232.0
1473256173.0;0.56;12.7;0.5;4231.0
1473256203.0;0.34;12.8;0.5;4231.0
1473256233.0;0.35;9.1;0.5;4231.0
1473256263.0;0.21;9.4;0.6;4228.0
1473256293.0;0.23;14.0;0.5;4231.0
1473256323.0;0.52;13.6;0.5;4230.0
1473256353.0;0.32;9.6;0.6;4231.0
1473256383.0;0.87;11.9;0.5;4230.0
1473256413.0;1.41;14.6;0.5;4231.0
1473256443.0;1.64;15.1;0.5;4230.0
1473256473.0;1.78;14.8;0.6;4230.0
1473256503.0;1.95;9.8;0.4;4231.0
1473256533.0;1.42;8.9;0.5;4232.0
1473256563.0;1.45;8.9;0.4;4229.0
1473256593.0;1.62;9.4;0.6;4232.0
1473256623.0;1.56;13.3;0.6;4231.0
1473256653.0;1.05;9.4;0.7;4231.0
1473256683.0;0.86;9.2;0.4;4231.0
1473256713.0;0.76;10.4;0.5;4232.0
1473256743.0;0.73;9.0;0.4;4231.0
1473256773.0;0.85;12.7;0.5;4231.0
1473256803.0;0.77;14.0;0.6;4231.0
1473256833.0;0.57;12.0;0.6;4231.0
1473256863.0;0.35;9.2;0.4;4231.0
1473256893.0;0.21;9.6;0.5;4231.0
1473256923.0;0.42;14.0;0.5;4231.0
1473256953.0;0.42;14.7;0.5;4231.0
1473256983.0;0.85;14.4;0.6;4231.0
1473257013.0;1.3;10.0;0.5;4231.0
1473257043.0;1.01;8.4;0.5;4231.0
1473257073.0;0.86;9.7;0.5;4231.0
1473257103.0;1.26;9.2;0.5;4231.0
1473257133.0;1.27;14.5;0.5;4232.0
1473257163.0;1.06;9.9;0.5;4231.0
1473257193.0;1.03;9.1;0.5;4230.0
1473257223.0;0.63;9.2;0.5;4232.0
1473257253.0;0.53;9.1;0.5;4231.0
1473257283.0;0.71;10.8;0.4;4230.0
1473257313.0;0.49;12.7;0.4;4231.0
1473257343.0;0.4;14.1;0.5;4230.0
1473257373.0;0.5;10.1;0.4;4231.0
1473257403.0;0.46;8.9;0.4;4230.0
1473257433.0;0.44;8.9;0.5;4231.0
1473257463.0;0.53;9.0;0.5;4230.0
1473257493.0;0.42;9.2;0.5;4228.0
1473257523.0;0.38;12.7;0.5;4230.0
1473257553.0;0.37;14.9;0.5;4231.0
1473257583.0;0.51;14.9;0.6;4231.0
1473257613.0;0.65;14.8;0.5;4228.0
1473257643.0;1.07;10.2;0.5;4231.0
1473257673.0;1.18;9.3;0.5;4231.0
1473257703.0;1.05;9.2;0.5;4231.0
1473257733.0;1.12;10.4;0.5;4231.0
1473257763.0;1.14;14.7;0.5;4231.0
1473257793.0;0.91;10.1;0.5;4229.0
1473257823.0;1.11;10.5;0.5;4231.0
1473257853.0;1.46;14.6;0.4;4231.0
1473257883.0;1.67;14.6;0.5;4231.0
1473257913.0;1.64;13.9;0.5;4231.0
1473257943.0;1.66;13.8;0.5;4231.0
1473257973.0;1.11;10.9;0.5;4231.0
1473258003.0;0.98;9.1;0.6;4231.0
1473258033.0;0.59;9.1;0.4;4231.0
1473258063.0;0.43;8.9;0.6;4230.0
1473258093.0;0.38;8.9;0.4;4230.0
1473258123.0;0.23;8.8;0.6;4231.0
1473258153.0;0.14;9.1;0.5;4231.0
1473258183.0;0.22;11.6;0.6;4230.0
1473258213.0;0.28;10.2;0.5;4230.0
1473258243.0;0.33;9.4;0.5;4230.0
1473258273.0;0.93;8.8;0.5;4230.0
1473258303.0;1.06;8.8;0.6;4230.0
1473258333.0;0.79;8.9;0.4;4231.0
1473258363.0;0.75;8.8;0.7;4230.0
1473258393.0;1.22;10.1;0.5;4230.0
1473258423.0;0.96;11.0;0.6;4228.0
1473258453.0;1.11;13.0;0.7;4231.0
1473258483.0;1.35;13.2;0.5;4230.0
1473258513.0;1.47;12.7;0.5;4230.0
1473258543.0;1.52;10.1;0.6;4231.0
1473258573.0;1.37;8.9;0.5;4230.0
1473258603.0;0.93;10.7;0.5;4231.0
1473258633.0;0.85;9.5;0.6;4231.0
1473258663.0;0.62;14.3;0.7;4231.0
1473258693.0;0.48;15.0;0.4;4230.0
1473258723.0;0.44;14.6;0.5;4229.0
1473258753.0;0.27;10.6;0.5;4231.0
1473258783.0;0.16;8.7;0.5;4231.0
1473258813.0;0.1;14.3;0.4;4230.0
1473258843.0;0.32;14.5;0.5;4230.0
1473258873.0;0.88;14.6;0.5;4230.0
1473258903.0;1.25;15.0;0.6;4231.0
1473258933.0;1.26;11.1;0.6;4230.0
1473258963.0;1.21;9.0;0.6;4230.0
1473258993.0;1.3;9.1;0.5;4230.0
1473259023.0;1.43;13.9;0.7;4228.0
1473259053.0;1.5;14.3;0.5;4229.0
1473259083.0;1.25;11.0;0.6;4229.0
1473259113.0;1.55;12.6;0.5;4230.0
1473259143.0;1.04;10.4;0.6;4229.0
1473259173.0;1.26;9.1;0.5;4229.0
1473259203.0;0.91;9.1;0.5;4229.0
1473259233.0;0.79;13.8;0.6;4229.0
1473259263.0;0.82;14.1;0.5;4229.0
1473259293.0;0.83;11.3;0.4;4229.0
1473259323.0;0.76;10.3;0.6;4229.0
1473259353.0;0.53;12.8;0.5;4230.0
1473259383.0;0.48;12.9;0.6;4230.0
1473259413.0;0.43;12.6;0.5;4230.0
1473259443.0;0.26;11.3;0.5;4229.0
1473259473.0;0.27;9.0;0.5;4230.0
1473259503.0;0.85;8.9;0.6;4230.0
1473259533.0;1.15;9.6;0.6;4229.0
1473259563.0;1.38;11.8;0.5;4229.0
1473259593.0;1.34;10.6;0.6;4230.0
1473259623.0;1.45;8.8;0.5;4230.0
1473259653.0;1.72;10.7;0.6;4227.0
1473259683.0;1.47;8.9;0.5;4230.0
1473259713.0;1.12;8.6;0.4;4230.0
1473259743.0;0.68;8.9;0.5;4229.0
1473259773.0;0.72;9.9;0.6;4230.0
1473259803.0;0.72;12.9;0.5;4229.0
1473259833.0;0.54;12.9;0.5;4229.0
1473259863.0;0.59;14.5;0.5;4230.0
1473259893.0;0.48;11.8;0.6;4229.0
1473259923.0;0.29;9.0;0.7;4230.0
